Current(A),Test_Time(s),Voltage(V),Charge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Charge_Energy(Wh),Power(W),Downsampled Voltage (V),Downsampled Capacity (Ah),dQ/dV from downsampled Voltage (Ah/V),dV/dQ from downsampled Cpacity (V/Ah),Downsampled Energy (Wh),Downsampled Power (W),dP/dE from downsampled Energy (W/Wh),dQ/dV from LEAN (Ah/V),Delta_V (V) in LEAN
0.14998,77169.95,3.2376,0.06748,2.734,0.36954,0.21016,0.48558,3.2376,0.06748,0.3817238740902837,2.6200000000000045,0.21016,0.4856037662337655,0.1223324444935087,3.3284789695204324,0.005599999999999999
0.14999,77229.948,3.2441,0.06998,2.6353,0.38362,0.21826,0.48658,3.2441,0.06998,0.3846153846153877,2.6000000000000227,0.21826,0.4865773160173153,0.1185009025484511,3.370587234326417,0.005599999999999999
0.14998,77289.948,3.2506,0.07248,,0.39418,0.22637,0.48752,3.2506,0.07248,0.3941404036654177,2.539999999999964,0.22637,0.4875246320346313,0.1154310723556975,3.4126954991324348,0.005599999999999999
0.14999,77349.948,3.2568,0.07498,2.5451,0.39573,0.2345,0.48849,3.2568,0.07498,0.4137314795150582,2.4200000000000728,0.2345,0.4884518614718607,0.1120378809658326,3.420688606002412,0.005599999999999999
0.14998,77409.95,3.2627,0.07748,,0.40611,0.24265,0.48934,3.2627,0.07748,0.42372881355932,2.3600000000000136,0.24265,0.4893485281385273,0.1094838586192956,3.394759159921165,0.005599999999999999
0.14998,77469.95,3.2686,0.07998,2.4329,0.42349,0.25081,0.49022,3.2686,0.07998,0.42654343189119,2.344627890318748,0.25081,0.4902375324675318,0.1081951580630367,3.436771122234723,0.005599999999999999
0.14998,77529.949,3.2744,0.08247,2.3408,0.431,0.25899,0.49109,3.2744,0.08247,0.4301724137931186,2.3246679704791404,0.25899,0.4911164069264062,0.1056779913840415,3.470886280170734,0.005599999999999999
0.14998,77589.949,3.2802,0.08497,,0.44252,0.26718,0.49196,3.2802,0.08497,0.4431020611978846,2.259999999999991,0.26718,0.4919674458874452,0.1027881522009792,3.478879387040745,0.005599999999999999
0.15,77649.948,3.2857,0.08747,2.2532,0.44836,0.27538,0.49286,3.2857,0.08747,0.4632806047900324,2.160000000000082,0.27538,0.4928010822510815,0.1001297604925284,3.4448605315971492,0.005599999999999999
0.14999,77709.948,3.291,0.08997,,0.45829,0.2836,0.49362,3.291,0.08997,0.4762768677863036,2.099999999999909,0.2836,0.4936115151515144,0.0967140843940548,3.4448605315971292,0.005599999999999999
0.14998,77769.948,3.2962,0.09247,2.1637,0.4666,0.29183,0.49436,3.2962,0.09247,0.4855284159967201,2.059999999999945,0.29183,0.4943919913419906,0.0934656858133742,3.4788793870407435,0.005599999999999999
0.14998,77829.95,3.3013,0.09497,,0.47952,0.30008,0.49513,3.3013,0.09497,0.4811249608696801,2.080000000000041,0.30008,0.4951517748917742,0.0912580348943983,3.486968796403124,0.005599999999999999
0.14998,77889.949,3.3066,0.09747,2.0663,0.48856,0.30833,0.49592,3.3066,0.09747,0.4917061164088174,2.0400000000000773,0.30833,0.4958977489177482,0.089666201184702,3.4949619032730563,0.005599999999999999
0.14997,77949.95,3.3115,0.09997,,0.49728,0.3166,0.49663,3.3115,0.09997,0.5155734974402115,1.9399999999999409,0.3166,0.4966330303030296,0.0887710648113788,3.4869687964030724,0.005599999999999999
0.14998,78009.95,3.3163,0.10247,1.9942,0.51087,0.32489,0.49738,3.3163,0.10247,0.526432437476668,1.900000000000091,0.32489,0.4973677922077915,0.0875644259238939,3.511044419505415,0.005599999999999999
0.14998,78069.948,3.321,0.10497,,0.51692,0.33318,0.49808,3.321,0.10497,0.5377587458844317,1.8600000000000136,0.33318,0.4980848484848478,0.0852012733168088,3.5451595774414613,0.005599999999999999
0.14997,78129.949,3.3256,0.10747,1.9011,0.53375,0.34148,0.49874,3.3256,0.10747,0.5367063551271958,1.8638227458933443,0.34148,0.4987812554112547,0.0829124606080817,3.571089023522677,0.005599999999999999
0.14999,78189.95,3.3303,0.10996,,0.54438,0.3498,0.49951,3.3303,0.10996,0.5496174038727109,1.823902906214016,0.3498,0.4994628138528131,0.0811625892058067,3.571089023522677,0.005599999999999999
0.14998,78249.948,3.3347,0.11246,1.8212,0.5608,0.35813,0.50014,3.3347,0.11246,0.5820245645826834,1.720000000000141,0.35813,0.5001325974025967,0.0797536639354632,3.5191338288678042,0.005599999999999999
0.14998,78309.949,3.3389,0.11496,,0.56913,0.36647,0.50077,3.3389,0.11496,0.5883981499576709,1.7000000000000457,0.36647,0.5007922943722937,0.0780271156338194,3.5352163451001464,0.005599999999999999
0.14998,78369.95,3.3432,0.11746,1.7295,,0.37482,0.50141,3.3432,0.11746,0.588398149957678,1.699999999999818,0.37482,0.5014348484848478,0.0749064015491249,3.629279804560963,0.005599999999999999
0.14999,78429.948,3.3474,0.11996,,0.58647,0.38318,0.50208,3.3474,0.11996,0.6025845542448423,1.660000000000082,0.38318,0.5020439393939387,0.0731709251160985,3.629279804560963,0.005599999999999999
0.14998,78489.948,3.3515,0.12246,0.0,0.60364,0.39155,0.50266,3.3515,0.12246,0.6257817385866193,1.599999999999909,0.39155,0.5026590043290036,0.0720234551598437,3.6534517301557465,0.005599999999999999
0.14998,78549.948,3.3554,0.12496,1.6354,0.62281,0.39993,0.50324,3.3554,0.12496,0.6588065798592027,1.5199999999999818,0.39993,0.5032503030303024,0.0687757336937409,3.6435084978144867,0.005599999999999999
0.14998,78609.949,3.3591,0.12746,,0.65155,0.40832,0.5038,3.3591,0.12746,0.6756756756756666,1.4800000000000182,0.40832,0.5038123376623369,0.0663796516611086,3.6435084978144867,0.005599999999999999
0.14999,78669.949,3.3628,0.12996,1.5147,,0.41672,0.50439,3.3628,0.12996,0.6955169455169816,1.4399999999999409,0.41672,0.5043648051948044,0.065190704790659,3.685616762620446,0.005599999999999999
0.14998,78729.949,3.3663,0.13246,,0.68191,0.42513,0.50488,3.3663,0.13246,0.7142857142857046,1.400000000000091,0.42513,0.5049081818181811,0.0626352992946834,3.7939089153347556,0.005599999999999999
0.14998,78789.949,3.3698,0.13496,,0.71601,0.43355,0.5054,3.3698,0.13496,0.7614509146767112,1.3223346290975542,0.43355,0.505418917748917,0.0584004277590963,3.7939089153347556,0.005599999999999999
0.15,78849.949,3.3729,0.13745,1.3358,,0.44197,0.50594,3.3729,0.13745,0.8351634090788966,1.2034311880364328,0.44197,0.5058916450216443,0.0537569929893706,3.9102904774114235,0.005599999999999999
0.14999,78909.948,3.3758,0.13995,,0.7912,0.4504,0.50634,,,,,0.4504,0.5063246753246746,0.0497995236290229,3.9102904774114235,0.005599999999999999
0.14998,78969.949,3.3785,0.14245,0.0,0.87562,0.45884,0.50671,3.3785,0.14245,0.9669312169312292,1.0400000000000773,0.45884,0.5067317316017308,0.0459327138559437,4.05074766259038,0.005599999999999999
0.14998,79029.95,3.381,0.14495,,,0.46729,0.50708,3.381,0.14495,1.030618493570099,0.9733333333332724,0.46729,0.5071004329004322,0.0412920412920421,4.05074766259038,0.005599999999999999
0.14998,79089.949,3.3834,0.14745,1.0614,1.035,0.47574,0.50744,,,,,0.47574,0.5074295670995663,0.0388894308447156,4.257485038170091,0.005599999999999999
0.14998,79149.949,3.3856,0.14995,,,0.4842,0.50777,3.3856,0.14995,1.2563332155060216,0.82000000000005,0.4842,0.5077580519480511,0.0373059008540224,4.257485038170091,0.005599999999999999
0.14999,79209.949,3.3873,0.15245,0.0,0.0,0.49267,0.50806,,,,,0.49267,0.5080611255411248,0.0342645918344111,4.590450905675353,0.005599999999999999
0.14998,79269.95,3.3892,0.15495,,1.2504,0.50113,0.50831,3.3892,0.15495,1.4632936507936574,0.6879999999999882,0.50113,0.5083381818181811,0.0311144300973538,4.590450905675353,0.005599999999999999
0.14999,79329.948,3.391,0.15745,0.0,,0.50961,0.50862,,,,,0.50961,0.5085881385281379,0.028038504529892,4.590450905675353,0.005599999999999999
0.14998,79389.949,3.3925,0.15995,,0.0,0.51808,0.50881,,,,,0.51808,0.5088134632034625,0.0256278349690113,4.590450905675353,0.005599999999999999
0.14998,79449.948,3.394,0.16245,0.72853,1.5682,0.52656,0.50903,3.394,0.16245,1.823294912559689,0.5669472928547634,0.52656,0.50902251082251,0.0237939541330227,4.997690070451347,0.005599999999999999
0.14998,79509.948,3.3952,0.16495,,,0.53505,0.50921,,,,,0.53505,0.5092172294372287,0.0224786528467824,4.997690070451347,0.005599999999999999
0.14998,79569.95,3.3964,0.16744,0.0,0.0,0.54353,0.50939,,,,,0.54353,0.509403982683982,0.0223563502784607,4.997690070451347,0.005599999999999999
0.14998,79629.949,3.3977,0.16994,,,0.55202,0.50959,3.3977,0.16994,2.1636557196731587,0.4665877583300073,0.55202,0.5095966233766226,0.0219280130940831,4.997690070451347,0.005599999999999999
0.14998,79689.947,3.399,0.17244,0.0,1.9454,0.56051,0.50978,,,,,0.56051,0.5097763203463196,0.0216011931981228,5.396936128357305,0.005599999999999999
0.14999,79749.95,3.4001,0.17494,,,0.56901,0.50998,,,,,0.56901,0.5099636363636356,0.0205576776164981,5.396936128357305,0.005599999999999999
0.14999,79809.95,3.401,0.17744,0.0,0.0,0.57751,0.51012,,,,,0.57751,0.5101258008658001,0.0182582123758585,5.396936128357305,0.005599999999999999
0.14999,79869.948,3.402,0.17994,,,0.58601,0.51027,3.402,0.17994,2.4506595692075277,0.4099999999999966,0.58601,0.5102740259740253,0.0170715558950931,5.396936128357305,0.005599999999999999
0.14999,79929.949,3.4032,0.18244,0.47255,0.0,0.59451,0.51045,,,,,0.59451,0.5104160173160166,0.0164383141527615,5.396936128357305,0.005599999999999999
0.14997,79989.948,3.4041,0.18494,,2.3716,0.60302,0.51051,,,,,0.60302,0.5105536363636356,0.0167818863471076,5.770060135197173,0.005599999999999999
0.14999,80049.951,3.4049,0.18744,0.0,,0.61153,0.5107,,,,,0.61153,0.5107016450216444,0.017010799619495,5.770060135197173,0.005599999999999999
0.14999,80109.949,3.4059,0.18994,,0.0,0.62004,0.51085,3.4059,0.18994,2.6931003735221424,0.3732289130548309,0.62004,0.5108431601731594,0.016469038208168,5.770060135197173,0.005599999999999999
0.14999,80169.948,3.4068,0.19244,0.0,,0.62855,0.51099,,,,,0.62855,0.5109819480519474,0.0166394601448338,5.770060135197173,0.005599999999999999
0.14999,80229.95,3.4078,0.19493,,0.0,0.63707,0.51114,,,,,0.63707,0.5111265367965361,0.0160235763560265,5.770060135197173,0.005599999999999999
0.14998,80289.948,3.4087,0.19743,0.0,2.722,0.64558,0.51124,,,,,0.64558,0.5112548484848478,0.0153634353884015,5.770060135197173,0.005599999999999999
0.14999,80349.948,3.4094,0.19993,,,0.6541,0.51138,,,,,0.6541,0.5113881818181811,0.015163511029705,5.770060135197173,0.005599999999999999
0.14999,80409.948,3.4103,0.20243,0.0,0.0,0.66263,0.51151,3.4103,0.20243,2.988636363636374,0.3361473716788339,0.66263,0.5115133766233759,0.0145305566339892,6.085185965983577,0.005599999999999999
0.14999,80469.948,3.4112,0.20493,,,0.67115,0.51165,,,,,0.67115,0.51163593073593,0.0139903824757787,6.085185965983577,0.005599999999999999
0.14999,80529.948,3.412,0.20743,0.0,0.0,0.67968,0.51177,,,,,0.67968,0.511751904761904,0.0136980541404163,6.085185965983577,0.005599999999999999
0.14998,80589.95,3.4128,0.20993,,,0.6882,0.51185,,,,,0.6882,0.5118694805194798,0.0134190909601201,6.085185965983577,0.005599999999999999
0.14999,80649.949,3.4134,0.21243,0.35211,3.0046,0.69673,0.51198,,,,,0.69673,0.5119806926406919,0.013736858488766,6.085185965983577,0.005599999999999999
0.14998,80709.95,3.4143,0.21493,,,0.70527,0.51208,3.4143,0.21493,3.2079959514169936,0.3121185447757852,0.70527,0.5121039826839819,0.0142471982380634,6.085185965983577,0.005599999999999999
0.14999,80769.95,3.4152,0.21743,0.0,0.0,0.7138,0.51225,,,,,0.7138,0.5122238961038954,0.0138951027500802,6.4180555309964324,0.005599999999999999
0.14998,80829.949,3.416,0.21993,,,0.72234,0.51233,,,,,0.72234,0.5123411688311681,0.0131537136615484,6.4180555309964324,0.005599999999999999
0.15,80889.948,3.4166,0.22243,0.0,0.0,0.73087,0.51249,,,,,0.73087,0.5124484415584407,0.0129358704100006,6.4180555309964324,0.005599999999999999
0.14998,80949.948,3.4173,0.22492,,,0.73941,0.51253,,,,,0.73941,0.5125619913419905,0.0130250311749229,6.4180555309964324,0.005599999999999999
0.14998,81009.949,3.4181,0.22742,0.0,0.0,0.74795,0.51265,3.4181,0.22742,3.382037300458318,0.2961249473368639,0.74795,0.5126709090909084,0.0128096332530525,6.4180555309964324,0.005599999999999999
0.14998,81069.949,3.419,0.22992,,3.2769,0.7565,0.51278,,,,,0.7565,0.5127809090909085,0.0123024274694749,6.4180555309964324,0.005599999999999999
0.14999,81129.949,3.4197,0.23242,0.0,,0.76504,0.51292,,,,,0.76504,0.5128811688311682,0.0124921849811343,6.4180555309964324,0.005599999999999999
0.14999,81189.948,3.4202,0.23492,,0.0,0.77359,0.513,,,,,0.77359,0.5129944155844148,0.0129085339611663,6.4180555309964324,0.005599999999999999
0.14998,81249.949,3.4209,0.23742,0.0,,0.78214,0.51307,,,,,0.78214,0.5131019047619041,0.0120503278398054,6.642825548279879,0.005599999999999999
0.14998,81309.948,3.4217,0.23992,,0.0,0.79069,0.51319,3.4217,0.23992,3.478521898406992,0.2874806771872471,0.79069,0.5132004761904755,0.0117009695957044,6.642825548279879,0.005599999999999999
0.14998,81369.948,3.4226,0.24242,0.0,,0.79924,0.51332,,,,,0.79924,0.5133019913419906,0.0124196309668214,6.642825548279879,0.005599999999999999
0.14998,81429.949,3.4233,0.24492,0.29775,0.0,0.8078,0.51343,,,,,0.8078,0.5134129870129863,0.0130098341962785,6.642825548279879,0.005599999999999999
0.14998,81489.949,3.4238,0.24742,,3.5003,0.81635,0.5135,,,,,0.81635,0.513524588744588,0.0125220949872684,6.642825548279879,0.005599999999999999
0.14999,81549.949,3.4244,0.24992,0.0,,0.82491,0.51363,,,,,0.82491,0.5136272294372286,0.0117454585912568,6.642825548279879,0.005599999999999999
0.14998,81609.949,3.4253,0.25242,,0.0,0.83347,0.51373,,,,,0.83347,0.5137256709956702,0.0113509932435249,6.642825548279879,0.005599999999999999
0.14998,81669.948,3.426,0.25491,0.0,,0.84203,0.51383,3.426,0.25491,3.67488328461107,0.2734334304452375,0.84203,0.5138215584415577,0.011340878747422,6.642825548279879,0.005599999999999999
0.14998,81729.948,3.4266,0.25741,,0.0,0.85059,0.51392,,,,,0.85059,0.5139198268398261,0.0111198713553406,6.807358356561219,0.005599999999999999
0.14998,81789.948,3.4272,0.25991,0.0,,0.85916,0.51401,,,,,0.85916,0.5140120346320339,0.0115980602859124,6.807358356561219,0.005599999999999999
0.14998,81849.948,3.4278,0.26241,,0.0,0.86772,0.5141,,,,,0.86772,0.5141184848484841,0.0121483356800062,6.807358356561219,0.005599999999999999
0.14998,81909.948,3.4286,0.26491,0.0,3.7105,0.87629,0.51422,,,,,0.87629,0.5142201298701291,0.0117165992311782,6.807358356561219,0.005599999999999999
0.14998,81969.949,3.4293,0.26741,,,0.88486,0.51433,,,,,0.88486,0.5143193073593065,0.0116206236392955,6.807358356561219,0.005599999999999999
0.14999,82029.95,3.4299,0.26991,0.0,0.0,0.89343,0.51445,3.4299,0.26991,3.906696014828668,0.2561091075918824,0.89343,0.5144193073593066,0.0116029439249913,6.807358356561219,0.005599999999999999
0.14998,82089.947,3.4304,0.27241,,,0.902,0.51449,,,,,0.902,0.514518181818181,0.0115910671921071,6.807358356561219,0.005599999999999999
0.14998,82149.949,3.4311,0.27491,0.0,0.0,0.91058,0.5146,,,,,0.91058,0.5146180952380944,0.0111285994435945,6.807358356561219,0.005599999999999999
0.14998,82209.95,3.4319,0.27741,,,0.91915,0.51472,,,,,0.91915,0.5147090476190468,0.0108890798560778,6.807358356561219,0.005599999999999999
0.14998,82269.947,3.4326,0.27991,0.0,0.0,0.92773,0.51482,,,,,0.92773,0.5148048484848478,0.0116903298721595,6.883581779303164,0.005599999999999999
0.14999,82329.949,3.433,0.2824,0.26573,,0.93631,0.51492,,,,,0.93631,0.514909653679653,0.011566716112167,6.883581779303164,0.005599999999999999
0.14998,82389.949,3.4336,0.2849,,3.8455,0.94489,0.51497,,,,,0.94489,0.5150033333333326,0.0110546019636892,6.883581779303164,0.005599999999999999
0.14999,82449.947,3.4343,0.2874,0.0,,0.95347,0.51511,3.4343,0.2874,3.906696014828441,0.2561091075918966,0.95347,0.51509935064935,0.0112296491535133,6.883581779303164,0.005599999999999999
0.14998,82509.949,3.4351,0.2899,,0.0,0.96206,0.5152,,,,,0.96206,0.5151961471861465,0.0111993587647667,6.883581779303164,0.005599999999999999
0.14998,82569.949,3.4357,0.2924,0.0,,0.97064,0.51529,,,,,0.97064,0.5152916450216443,0.0110935890972108,6.883581779303164,0.005599999999999999
0.14999,82629.949,3.4362,0.2949,,0.0,0.97923,0.5154,,,,,0.97923,0.5153866233766226,0.0106814024159831,6.883581779303164,0.005599999999999999
0.14998,82689.95,3.4369,0.2974,0.0,,0.98782,0.51547,,,,,0.98782,0.5154751515151508,0.0106940013808518,6.883581779303164,0.005599999999999999
0.14998,82749.949,3.4375,0.2999,,0.0,0.99641,0.51556,,,,,0.99641,0.5155703463203456,0.0111929203896679,6.883581779303164,0.005599999999999999
0.14998,82809.948,3.4382,0.3024,0.0,,1.005,0.51566,3.4382,0.3024,3.8448717948717785,0.2600867534007989,1.005,0.5156674458874452,0.0114229930738858,6.867402960578438,0.005599999999999999
0.14998,82869.949,3.439,0.3049,,3.9094,1.0136,0.51578,,,,,1.0136,0.5157667099567093,0.0118493909191634,6.867402960578438,0.005599999999999999
0.14998,82929.948,3.4396,0.3074,0.0,,1.0222,0.51587,,,,,1.0222,0.5158712554112548,0.0118720426859972,6.867402960578438,0.005599999999999999
0.14999,82989.948,3.44,0.3099,,0.0,1.0308,0.51597,,,,,1.0308,0.5159709090909084,0.0114517265679978,6.867402960578438,0.005599999999999999
0.14999,83049.948,3.4407,0.31239,0.0,,1.0394,0.51607,,,,,1.0394,0.5160682251082244,0.011028893587035,6.867402960578438,0.005599999999999999
0.14999,83109.949,3.4413,0.31489,,0.0,1.048,0.51616,,,,,1.048,0.5161606060606053,0.0104575656901211,6.867402960578438,0.005599999999999999
0.14998,83169.948,3.4421,0.31739,0.0,,1.0566,0.51625,3.4421,0.31739,3.797387211944283,0.2634189752524918,1.0566,0.5162480952380945,0.0106312292358801,6.867402960578438,0.005599999999999999
0.14998,83229.948,3.4428,0.31989,,0.0,1.0652,0.51635,,,,,1.0652,0.5163434632034625,0.0109659720124852,6.867402960578438,0.005599999999999999
0.14998,83289.949,3.4433,0.32239,0.25654,,1.0738,0.51643,,,,,1.0738,0.5164367099567092,0.0116757273733973,6.691073096976957,0.005599999999999999
0.14998,83349.948,3.4439,0.32489,,3.8723,1.0824,0.51652,,,,,1.0824,0.5165442857142849,0.0121463807510302,6.691073096976957,0.005599999999999999
0.14999,83409.948,3.4447,0.32739,0.0,,1.091,0.51667,,,,,1.091,0.5166456277056269,0.0119903352461534,6.691073096976957,0.005599999999999999
0.14998,83469.949,3.4454,0.32989,,0.0,1.0996,0.51674,,,,,1.0996,0.5167505194805188,0.0119274136716001,6.691073096976957,0.005599999999999999
0.14999,83529.949,3.4461,0.33239,0.0,,1.1082,0.51688,3.4461,0.33239,3.8498650472334575,0.2600823059914177,1.1082,0.5168507792207785,0.0112025571327905,6.691073096976957,0.005599999999999999
0.14998,83589.949,3.4466,0.33489,,0.0,1.1168,0.51692,,,,,1.1168,0.5169432034632028,0.0108636933295933,6.691073096976957,0.005599999999999999
0.14999,83649.95,3.4472,0.33739,0.0,,1.1255,0.51705,,,,,1.1255,0.5170387445887439,0.0114864205150198,6.691073096976957,0.005599999999999999
0.14998,83709.95,3.4479,0.33989,,0.0,1.1341,0.51712,,,,,1.1341,0.5171418181818175,0.0120104701500061,6.691073096976957,0.005599999999999999
0.14998,83769.948,3.4487,0.34238,0.0,3.7873,1.1427,0.51724,,,,,1.1427,0.5172453246753239,0.0121463807510302,6.691073096976957,0.005599999999999999
0.14999,83829.95,3.4494,0.34488,,,1.1513,0.51738,,,,,1.1513,0.5173507359307352,0.0120431893687715,6.516500753861877,0.005599999999999999
0.14999,83889.948,3.4499,0.34738,0.0,0.0,1.1599,0.51745,3.4499,0.34738,3.8498650472334495,0.260082305991375,1.1599,0.5174524675324668,0.012085976039458,6.516500753861877,0.005599999999999999
0.14999,83949.948,3.4506,0.34988,,,1.1685,0.51756,,,,,1.1685,0.517558614718614,0.0121237579136597,6.516500753861877,0.005599999999999999
0.14998,84009.948,3.4513,0.35238,0.0,0.0,1.1772,0.51763,,,,,1.1772,0.5176621645021637,0.0116301327056795,6.516500753861877,0.005599999999999999
0.14999,84069.948,3.4521,0.35488,,,1.1858,0.51778,,,,,1.1858,0.5177598701298693,0.0117310983590073,6.516500753861877,0.005599999999999999
0.14998,84129.949,3.4529,0.35738,0.0,0.0,1.1944,0.51787,,,,,1.1944,0.5178639393939387,0.0119997766177526,6.516500753861877,0.005599999999999999
0.14999,84189.949,3.4534,0.35988,0.268,3.665,1.2031,0.51798,,,,,1.2031,0.5179674458874451,0.0122655748066584,6.516500753861877,0.005599999999999999
0.14999,84249.949,3.4539,0.36238,,,1.2117,0.51805,3.4539,0.36238,3.5124831309041724,0.2871705197309495,1.2117,0.5180760606060599,0.0119123124937097,6.516500753861877,0.005599999999999999
0.14998,84309.948,3.4549,0.36488,0.0,0.0,1.2203,0.51817,,,,,1.2203,0.518172337662337,0.0113165557584693,6.351871643088116,0.005599999999999999
0.14998,84369.947,3.4557,0.36738,,,1.229,0.51829,,,,,1.229,0.5182718614718608,0.011840557902321,6.351871643088116,0.005599999999999999
0.14998,84429.948,3.4564,0.36987,0.0,0.0,1.2376,0.51839,,,,,1.2376,0.5183770995670989,0.0127881808114338,6.351871643088116,0.005599999999999999
0.14998,84489.949,3.4569,0.37237,,,1.2462,0.51847,,,,,1.2462,0.5184918181818174,0.0134981413541304,6.351871643088116,0.005599999999999999
0.14998,84549.949,3.4577,0.37487,0.0,0.0,1.2549,0.51859,3.4577,0.37487,3.3081272458253395,0.3023154209071492,1.2549,0.5186106493506486,0.0138778530525627,6.351871643088116,0.005599999999999999
0.14999,84609.949,3.4585,0.37737,,3.4563,1.2635,0.51874,,,,,1.2635,0.5187318614718607,0.0133435657333507,6.351871643088116,0.005599999999999999
0.14999,84669.949,3.4593,0.37987,0.0,,1.2722,0.51886,,,,,1.2722,0.5188413419913412,0.0127638725403969,6.351871643088116,0.005599999999999999
0.14999,84729.95,3.4601,0.38237,,0.0,1.2808,0.51898,,,,,1.2808,0.5189526406926399,0.0128405526649153,6.135287337659557,0.005599999999999999
0.14998,84789.949,3.4608,0.38487,0.0,,1.2895,0.51905,,,,,1.2895,0.5190634632034624,0.0125722230646871,6.135287337659557,0.005599999999999999
0.14997,84849.949,3.4615,0.38737,,0.0,1.2981,0.51912,,,,,1.2981,0.5191701731601723,0.0126662180560401,6.135287337659557,0.005599999999999999
0.14999,84909.948,3.4622,0.38987,0.0,,1.3068,0.5193,3.4622,0.38987,3.221715686274443,0.3110528582924701,1.3068,0.51928264069264,0.0134382985095165,6.135287337659557,0.005599999999999999
0.14999,84969.949,3.4631,0.39237,0.29535,0.0,1.3154,0.51943,,,,,1.3154,0.5194025541125533,0.0140566866104698,6.135287337659557,0.005599999999999999
0.14998,85029.949,3.4639,0.39487,,3.2537,1.3241,0.51952,,,,,1.3241,0.5195258441558435,0.0140490923765064,6.135287337659557,0.005599999999999999
0.14998,85089.949,3.4647,0.39736,0.0,,1.3327,0.51964,,,,,1.3327,0.519645627705627,0.0131511928539218,6.135287337659557,0.005599999999999999
0.14998,85149.948,3.4655,0.39986,,0.0,1.3414,0.51976,,,,,1.3414,0.5197532034632026,0.0131486614425995,6.135287337659557,0.005599999999999999
0.14998,85209.948,3.4662,0.40236,0.0,,1.35,0.51986,3.4662,0.40236,2.9809761904762557,0.3367746576095953,1.35,0.519872943722943,0.0144695384262298,5.918606729738636,0.005599999999999999
0.14998,85269.95,3.4671,0.40486,,0.0,1.3587,0.52,,,,,1.3587,0.5200036363636356,0.0145668507737468,5.918606729738636,0.005599999999999999
0.14998,85329.948,3.468,0.40736,0.0,,1.3674,0.52013,,,,,1.3674,0.5201264069264062,0.0144143099140308,5.918606729738636,0.005599999999999999
0.14998,85389.949,3.4689,0.40986,,3.0773,1.376,0.52027,,,,,1.376,0.5202529437229431,0.0152157408928523,5.918606729738636,0.005599999999999999
