Potential (V),Capacity (Ah),Current (A)
3.67279518,0.140981967,0.0479939799
3.6729087,0.1410495585,0.0479937725
3.6730068,0.14111715,0.0479939006
3.67311719,0.1411847415,0.0479941904
3.67322101,0.1412523329,0.0479937969
3.67332377,0.1413199244,0.047994047
3.67343882,0.1413875159,0.0479937237
3.67353692,0.1414551074,0.0479939616
3.6736509,0.1415226989,0.0479943154
3.67375197,0.1415902903,0.0479938548
3.67385717,0.1416578818,0.0479940256
3.6739713,0.1417254733,0.0479937176
3.67407047,0.1417930648,0.0479938914
3.67418323,0.1418606563,0.0479941934
3.67428698,0.1419282478,0.0479937938
3.67439073,0.1419958393,0.0479940744
3.6745057,0.1420634307,0.0479937023
3.67460479,0.1421310222,0.0479939158
3.67471938,0.1421986137,0.0479942819
3.67482153,0.1422662052,0.0479938335
3.67492833,0.1423337967,0.0479940592
3.67504467,0.1424013881,0.0479937023
3.67514323,0.1424689796,0.047993925
3.6752582,0.142536571,0.0479941934
3.67536333,0.1426041625,0.0479937999
3.67546883,0.1426717539,0.0479940561
3.67558319,0.1427393454,0.0479937237
3.67568488,0.1428069369,0.0479938365
3.6758,0.1428745283,0.0479942392
3.6759052,0.1429421198,0.0479939128
3.67601025,0.1430097113,0.0479940256
3.67612675,0.1430773027,0.0479937664
3.67622744,0.1431448942,0.0479938396
3.67634219,0.1432124856,0.0479941538
3.67644723,0.143280077,0.047993867
3.67655617,0.1433476685,0.04799405
3.67667336,0.1434152599,0.0479936871
3.67677169,0.1434828514,0.0479938945
3.67688742,0.1435504429,0.0479941202
3.6769959,0.1436180344,0.0479938792
3.67710286,0.1436856258,0.0479939829
3.67722027,0.1437532173,0.0479937572
3.67732196,0.1438208088,0.0479938701
3.67743922,0.1438884002,0.0479942636
3.67754519,0.1439559917,0.0479939372
3.67765176,0.1440235831,0.04799405
3.67776894,0.1440911746,0.0479937389
3.67787132,0.144158766,0.0479938304
3.67799041,0.1442263575,0.047994169
3.67809645,0.1442939489,0.0479937938
3.67820364,0.1443615403,0.047994108
3.67832479,0.1444291318,0.0479937054
3.67842625,0.1444967233,0.0479939128
3.67854557,0.1445643147,0.0479942392
3.67865268,0.1446319062,0.0479939341
3.67876116,0.1446994976,0.04799405
3.67888178,0.1447670891,0.0479936383
3.67898286,0.1448346806,0.0479939189
3.67910096,0.1449022721,0.0479941477
3.67920845,0.1449698635,0.0479938548
3.67931991,0.145037455,0.0479941019
3.67944015,0.1451050464,0.0479936962
3.679541,0.1451726379,0.0479939372
3.67966185,0.1452402293,0.0479942605
3.67977125,0.1453078208,0.047993867
3.67987958,0.1453754123,0.047993989
3.68000211,0.1454430037,0.0479937542
3.68010639,0.1455105952,0.0479939494
3.6802238,0.1455781866,0.0479941263
3.6803361,0.1456457781,0.0479938121
3.68044451,0.1457133695,0.0479939738
3.68056612,0.145780961,0.0479937145
3.68067186,0.1458485524,0.0479940256
3.68079446,0.1459161439,0.0479941355
3.68090165,0.1459837354,0.0479938609
3.68101402,0.1460513268,0.0479940622
3.68113587,0.1461189183,0.0479936718
3.68124198,0.1461865098,0.0479939341
3.68136169,0.1462541012,0.0479942148
3.681472,0.1463216927,0.0479937664
3.68158567,0.1463892841,0.0479940165
3.68170866,0.1464568755,0.0479936932
3.68181378,0.146524467,0.0479938518
3.6819357,0.1465920584,0.0479942148
3.68204678,0.1466596498,0.0479937816
3.682159,0.1467272413,0.0479940256
3.68228298,0.1467948327,0.0479936962
3.68238918,0.1468624242,0.0479939433
3.68251316,0.1469300156,0.0479941446
3.68262393,0.1469976071,0.0479938091
3.68273882,0.1470651986,0.0479941629
3.68286364,0.14713279,0.047993803
3.68297037,0.1472003815,0.0479939921
3.68309321,0.147267973,0.0479942209
3.68320421,0.1473355644,0.0479938304
3.68331941,0.1474032892,0.0479940805
3.68344285,0.1474708806,0.047993745
3.68355187,0.1475384721,0.0479938823
3.68367585,0.1476060635,0.0479941599
3.68379006,0.147673655,0.0479938182
3.68390327,0.1477412464,0.0479940043
3.68402901,0.1478088379,0.0479937206
3.68413978,0.1478764294,0.0479938945
3.68426231,0.1479440208,0.0479941721
3.68437797,0.1480116123,0.0479938914
3.68449348,0.1480792037,0.0479940256
3.68461952,0.1481467952,0.0479937328
3.68472976,0.1482143867,0.047993928
3.68485396,0.1482819781,0.0479942544
3.68496909,0.1483495696,0.0479938182
3.68508566,0.1484171611,0.0479941294
3.68521338,0.1484847525,0.0479937145
3.68532294,0.148552344,0.0479938853
3.6854476,0.1486199355,0.0479941721
3.68556425,0.148687527,0.0479938884
3.68568083,0.1487551185,0.0479940012
3.68580809,0.1488227099,0.0479938213
3.68592085,0.1488903014,0.0479939402
3.68604628,0.1489578929,0.0479942209
3.68616209,0.1490254844,0.0479938731
3.68627996,0.1490930759,0.0479940653
3.68641097,0.1491606673,0.0479937176
3.68652121,0.1492282588,0.0479940043
3.68665,0.1492958503,0.0479942178
3.6867655,0.1493634418,0.0479938823
3.68688521,0.1494310332,0.0479940012
3.68701506,0.1494986247,0.0479937633
3.68712614,0.1495662162,0.047993864
3.68725661,0.1496338077,0.0479942087
3.68737151,0.1497013992,0.0479938579
3.68749175,0.1497689907,0.0479940836
3.68762061,0.1498365822,0.0479937359
3.68773413,0.1499041737,0.0479939829
3.68786621,0.1499717652,0.0479942758
3.6879827,0.1500393566,0.0479937694
3.68810363,0.1501069481,0.0479940317
3.68823433,0.1501745395,0.047993681
3.68835083,0.150242131,0.0479937847
3.68847855,0.1503097224,0.0479940958
3.68859879,0.1503773139,0.0479938182
3.6887188,0.1504449053,0.0479939799
3.68885163,0.1505124968,0.0479937938
3.68896638,0.1505800882,0.0479939189
3.689097,0.1506476797,0.0479941721
3.68921731,0.1507152712,0.0479939128
3.68933664,0.1507828626,0.0479940805
3.68947008,0.1508504541,0.0479937816
3.68958597,0.1509180455,0.0479939585
3.68971675,0.150985637,0.0479942697
3.68983951,0.1510532285,0.0479938457
3.68995982,0.1511208199,0.0479940866
3.6900951,0.1511884113,0.047993681
3.69021007,0.1512560028,0.0479939768
3.69034291,0.1513235942,0.0479941233
3.69046437,0.1513911856,0.0479938182
3.69058781,0.1514587771,0.047993989
3.6907221,0.1515263685,0.047993684
3.69084112,0.1515939599,0.0479939616
3.69097365,0.1516615514,0.0479941843
3.69109526,0.1517291428,0.0479937603
3.69122199,0.1517967342,0.0479939921
3.69135544,0.1518643257,0.047993623
3.69147346,0.1519319172,0.0479939219
3.69160744,0.1519995086,0.0479940805
3.6917328,0.1520671,0.0479937389
3.69185708,0.1521346914,0.0479940134
3.69199366,0.1522022829,0.0479937115
3.69211291,0.1522698743,0.0479939585
3.69224735,0.1523374657,0.0479942331
3.69237209,0.1524050572,0.0479938152
3.69249897,0.1524726486,0.0479941019
3.6926344,0.1525402401,0.0479936383
3.69275556,0.1526078315,0.0479938945
3.69289046,0.152675423,0.0479940897
3.69301757,0.1527430144,0.0479938762
3.69314391,0.1528106059,0.0479940348
3.69328003,0.1528781974,0.047993745
3.69340126,0.1529457888,0.0479938792
3.69353922,0.1530133803,0.0479940989
3.69366694,0.1530809718,0.047993806
3.69379275,0.1531485632,0.0479940989
3.69393169,0.1532161547,0.0479936535
3.69405499,0.1532837462,0.0479939463
3.69419171,0.1533513377,0.047994166
3.69431936,0.1534189291,0.0479938152
3.69444845,0.1534865206,0.0479941233
3.69458747,0.1535541121,0.047993742
3.69471375,0.1536217036,0.0479938548
3.69485147,0.153689295,0.0479941721
3.69497759,0.1537568865,0.0479939067
3.69510752,0.153824478,0.0479940378
3.69524837,0.1538920695,0.0479937603
3.69537136,0.153959661,0.0479940409
3.69551259,0.1540272525,0.0479941721
3.69564154,0.154094844,0.0479938823
3.69577109,0.1541624355,0.0479940073
3.69591248,0.1542300269,0.0479937755
3.69603714,0.1542976184,0.0479938701
3.69617845,0.1543652099,0.0479942178
3.69630961,0.1544328014,0.0479938121
3.69644138,0.1545003928,0.0479941111
3.69658261,0.1545679843,0.0479936688
3.69670858,0.1546355758,0.0479939463
3.69685096,0.1547031673,0.0479941507
3.69698173,0.1547707587,0.0479938701
3.69711357,0.1548383502,0.0479940653
3.69725809,0.1549059416,0.0479937786
3.69738543,0.1549735331,0.0479938304
3.69752842,0.1550411246,0.0479941446
3.69766019,0.155108716,0.0479938152
3.69779524,0.1551763075,0.0479940134
3.69793708,0.1552438989,0.0479937664
3.6980661,0.1553114904,0.0479939768
3.69820726,0.1553790819,0.0479941294
3.69834185,0.1554466733,0.0479938396
3.69847744,0.1555142648,0.0479940409
3.6986247,0.1555818563,0.0479936047
3.69875288,0.1556494477,0.0479938152
3.69889457,0.1557170392,0.0479941843
3.69902924,0.1557846306,0.0479939402
3.69916536,0.1558522221,0.0479940378
3.69931316,0.1559198136,0.0479938243
3.69944279,0.1559874051,0.0479938731
3.69958891,0.1560549966,0.0479941141
3.69972258,0.156122588,0.0479939067
3.69986115,0.1561901795,0.0479940409
3.7000075,0.156257771,0.0479938091
3.70013842,0.1563253625,0.0479938518
3.70028447,0.1563929539,0.0479941751
3.70042089,0.1564605454,0.0479939433
3.700559,0.1565281368,0.0479940927
3.70070618,0.1565957283,0.0479936413
3.7008391,0.1566633198,0.0479939006
3.70098575,0.1567309112,0.0479941477
3.70112309,0.1567985027,0.0479938579
3.70126127,0.1568660942,0.0479940897
3.70141335,0.1569336857,0.0479937938
3.70154412,0.1570012772,0.0479940073
3.70169459,0.1570688687,0.0479941843
3.70183186,0.1571364601,0.047993867
3.70197095,0.1572040516,0.04799405
3.70212326,0.1572716431,0.0479937084
3.70225701,0.1573392345,0.0479939799
3.70240641,0.157406826,0.0479942056
3.70254734,0.1574744175,0.0479939128
3.70268728,0.157542009,0.0479940317
3.70283966,0.1576096005,0.0479937237
3.70297463,0.157677192,0.0479939463
3.70312564,0.1577447835,0.0479941599
3.70326504,0.157812375,0.0479938731
3.70340811,0.1578799664,0.0479940775
3.70356071,0.1579475579,0.0479937145
3.70369645,0.1580151494,0.0479940287
3.70384906,0.1580827409,0.047994108
3.70399045,0.1581503323,0.0479939097
3.70413344,0.1582179238,0.0479940104
3.70428811,0.1582855152,0.0479937359
3.70442423,0.1583531067,0.0479939402
3.7045776,0.1584206981,0.0479941843
3.70471906,0.1584882896,0.0479937786
3.70486572,0.1585558811,0.0479940744
3.70502016,0.1586234725,0.0479937237
3.70515735,0.158691064,0.0479939158
3.70531347,0.1587586554,0.0479942148
3.70545631,0.1588262469,0.0479938091
3.70560197,0.1588938383,0.0479940317
3.70575962,0.1589614298,0.047993745
3.70589963,0.1590290212,0.0479938609
3.70605224,0.1590966127,0.0479940866
3.70619721,0.1591642041,0.0479938274
3.70634555,0.1592317955,0.0479940989
3.70650297,0.159299387,0.0479937603
3.70664435,0.1593669785,0.0479939738
3.70679872,0.1594345699,0.0479941324
3.70694583,0.1595021614,0.0479939097
3.70709424,0.1595697529,0.0479941507
3.70725334,0.1596373443,0.0479936596
3.70739373,0.1597049358,0.0479938975
3.70755367,0.1597725273,0.0479941599
3.70770002,0.1598401187,0.0479938487
3.70784736,0.1599077102,0.0479940531
3.70800761,0.1599753017,0.0479936901
3.7081522,0.1600428932,0.0479939036
3.70831084,0.1601104846,0.0479942636
3.70845994,0.1601780761,0.0479938487
3.7086085,0.1602456676,0.0479941599
3.70877096,0.1603132591,0.0479935956
3.70891471,0.1603808505,0.0479939799
3.70907595,0.160448442,0.0479941629
3.70922489,0.1605160335,0.0479938945
3.70937666,0.1605836249,0.0479939982
3.7095405,0.1606512164,0.0479937755
3.70968379,0.1607188079,0.0479939494
3.70984442,0.1607863994,0.0479942392
3.70999565,0.1608539909,0.0479938945
3.71014948,0.1609215823,0.0479939799
3.71031354,0.1609891738,0.0479937023
3.71046027,0.1610567653,0.0479939494
3.71062235,0.1611243567,0.0479941446
3.71077496,0.1611919482,0.0479938914
3.71092772,0.1612595397,0.0479941477
3.71109369,0.1613271312,0.0479937847
3.71124203,0.1613947227,0.0479939982
3.71140387,0.1614623142,0.047994288
3.711559,0.1615299057,0.0479938823
3.71171383,0.1615974972,0.047994105
3.71188102,0.1616650887,0.0479937847
3.71203004,0.1617326802,0.047993864
3.71219303,0.1618002716,0.0479942331
3.71234724,0.1618679964,0.047993925
3.71250482,0.1619355879,0.0479940287
3.71267292,0.1620031794,0.0479937206
3.71282194,0.1620707709,0.0479939219
3.712987,0.1621383624,0.0479941294
3.71314403,0.1622059539,0.0479938609
3.71330107,0.1622735454,0.0479940531
3.71346979,0.1623411369,0.0479937481
3.71362003,0.1624087283,0.0479940104
3.71378806,0.1624763198,0.0479942148
3.71394564,0.1625439113,0.0479938945
3.7141039,0.1626115028,0.0479941355
3.71427422,0.1626790943,0.0479937115
3.71442797,0.1627466858,0.0479938091
3.71459486,0.1628142773,0.0479941416
3.71475342,0.1628818688,0.0479939097
3.71491313,0.1629494603,0.0479941019
3.71508544,0.1630170517,0.0479936627
3.71523652,0.1630846432,0.0479939128
3.71540791,0.1631522347,0.0479942209
3.7155651,0.1632198262,0.0479938274
3.71572863,0.1632874176,0.0479941202
3.71589994,0.1633550091,0.0479937023
3.71605522,0.1634226006,0.0479940073
3.71622753,0.1634901921,0.0479943063
3.71638831,0.1635577836,0.0479938975
3.71655015,0.163625375,0.0479940348
3.71672452,0.1636929665,0.0479936444
3.71688057,0.163760558,0.0479938304
3.71705471,0.1638281495,0.0479941751
3.71721716,0.1638957409,0.0479938213
3.71738084,0.1639633324,0.0479941172
3.71755636,0.1640309239,0.0479937237
3.71771309,0.1640985154,0.0479940073
3.71788807,0.1641661069,0.0479941385
3.71805114,0.1642336984,0.0479938792
3.71821672,0.1643012899,0.0479942148
3.71839292,0.1643688813,0.0479938792
3.71855156,0.1644364728,0.0479938457
3.71872639,0.1645040643,0.0479941172
3.71889083,0.1645716558,0.0479938396
3.71905864,0.1646392473,0.0479941202
3.71923674,0.1647068387,0.0479937115
3.71939691,0.1647744302,0.0479939646
3.71957212,0.1648420217,0.0479942148
3.71973885,0.1649096132,0.0479938701
3.71990688,0.1649772046,0.0479940104
3.72008629,0.1650447961,0.0479936657
3.72024745,0.1651123876,0.0479939494
3.72042525,0.1651799791,0.0479942758
3.7205929,0.1652475705,0.0479938304
3.72076307,0.165315162,0.0479941385
3.72094095,0.1653827534,0.0479937115
3.72110616,0.1654503449,0.0479938701
3.72128518,0.1655179364,0.0479941812
3.72145512,0.1655855278,0.047993745
3.72162354,0.1656531193,0.0479940043
3.72180714,0.1657207107,0.0479935956
3.72197097,0.1657883022,0.0479938487
3.72215198,0.1658558936,0.0479941172
3.72232223,0.1659234851,0.0479937999
3.7224953,0.1659910765,0.0479940134
3.722676,0.166058668,0.0479937755
3.7228422,0.1661262595,0.0479939036
3.72302649,0.166193851,0.0479942575
3.72319834,0.1662614424,0.0479938945
3.72337042,0.1663290339,0.0479940927
3.72355548,0.1663966253,0.047993681
3.72372198,0.1664642168,0.0479938182
3.72390681,0.1665318083,0.0479942117
3.72407904,0.1665993997,0.0479938975
3.72425272,0.1666669912,0.0479940256
3.7244377,0.1667345826,0.0479937023
3.72460672,0.1668021741,0.0479939677
3.72479193,0.1668697655,0.0479942056
3.72496576,0.166937357,0.047993928
3.72514273,0.1670049485,0.0479940104
3.72533061,0.16707254,0.0479937237
3.72549986,0.1671401314,0.0479939067
3.72568522,0.1672077229,0.0479941385
3.72586196,0.1672753143,0.0479937572
3.72603946,0.1673429058,0.0479941507
3.72622947,0.1674104973,0.0479936444
3.72640056,0.1674780888,0.0479937999
3.72658829,0.1675456802,0.0479942971
3.72676456,0.1676132717,0.0479938548
3.72694397,0.1676808632,0.047993989
3.72713536,0.1677484546,0.0479937816
3.72730706,0.1678160461,0.0479938457
3.72749593,0.1678836376,0.047994227
3.72767442,0.167951229,0.0479937725
3.72785574,0.1680188205,0.0479940104
3.72804629,0.168086412,0.0479937511
3.72822219,0.1681540035,0.047993986
3.72841182,0.1682215949,0.0479942605
3.72859154,0.1682891864,0.0479937603
3.72877293,0.1683567779,0.047994047
3.72896623,0.1684243694,0.0479938243
3.7291422,0.1684919609,0.047993806
3.72933291,0.1685595524,0.0479942056
3.72951621,0.1686271438,0.0479939219
3.72969844,0.1686947353,0.047994108
3.72989212,0.1687623268,0.0479937816
3.73007176,0.1688299183,0.047993867
3.73026422,0.1688975098,0.047994288
3.73044691,0.1689651012,0.0479938243
3.73063105,0.1690326927,0.0479940775
3.73082809,0.1691002842,0.0479937511
3.73100597,0.1691678757,0.047993925
3.73119996,0.1692354671,0.0479942056
3.73138463,0.1693030586,0.047993806
3.73157053,0.1693706501,0.0479940653
3.7317662,0.1694382415,0.0479937145
3.73194706,0.169505833,0.0479938823
3.73214165,0.1695734245,0.0479941629
3.73232793,0.169641016,0.0479938487
3.73251551,0.1697086075,0.0479941324
3.73271316,0.1697761989,0.0479937054
3.73289478,0.1698437904,0.0479938975
3.73309244,0.1699113819,0.0479942331
3.73327818,0.1699789733,0.0479938914
3.73346789,0.1700465648,0.0479940622
3.73366852,0.1701141563,0.0479936718
3.73385121,0.1701817477,0.0479938579
3.73404963,0.1702493392,0.047994047
3.73424072,0.1703169306,0.0479938945
3.7344289,0.1703845221,0.0479940287
3.73463045,0.1704521135,0.0479936566
3.73481367,0.170519705,0.0479939158
3.73501377,0.1705872964,0.0479941873
3.73520585,0.1706548879,0.0479938457
3.73539732,0.1707224793,0.0479940073
3.73559955,0.1707900707,0.047993681
3.73578621,0.1708576622,0.0479939555
3.73598723,0.1709252536,0.0479942544
3.73617969,0.1709928451,0.0479937938
3.73637322,0.1710604366,0.0479940561
3.73657797,0.171128028,0.0479938243
3.73676501,0.1711956195,0.0479938853
3.73696847,0.1712632109,0.0479941873
3.73716124,0.1713308023,0.0479938457
3.73735523,0.1713983938,0.0479941355
3.73756296,0.1714659853,0.047993681
3.73775236,0.1715335768,0.047993986
3.73795697,0.1716011682,0.0479942666
3.73815149,0.1716687597,0.047993745
3.73834807,0.1717363512,0.0479940561
3.73855428,0.1718039426,0.0479936962
3.73874506,0.1718715341,0.0479939616
3.73895203,0.1719391256,0.0479943276
3.7391467,0.1720067171,0.047993864
3.73934489,0.1720743085,0.0479940775
3.739554,0.1721419,0.0479937847
3.73974569,0.1722094916,0.0479938731
3.73995564,0.1722770831,0.0479941873
3.74015329,0.1723446746,0.0479938823
3.74035072,0.1724122661,0.0479940195
3.74056089,0.1724798575,0.0479937664
3.74075419,0.172547449,0.0479938731
3.74096544,0.1726150405,0.0479941873
3.74116317,0.172682632,0.0479937298
3.74136387,0.1727502234,0.0479940287
3.7415771,0.1728178149,0.0479936566
3.74177323,0.1728854064,0.0479940287
3.74198142,0.1729529978,0.0479941324
3.74218419,0.1730205892,0.0479939067
3.74238375,0.1730881807,0.047993989
3.74260072,0.1731557722,0.0479936718
3.74279532,0.1732233637,0.0479939707
3.7430087,0.1732909552,0.0479941904
3.74320971,0.1733585467,0.0479938396
3.74341408,0.1734261382,0.0479940897
3.74362845,0.1734937297,0.0479936017
3.74382718,0.1735613211,0.0479939494
3.7440404,0.1736289126,0.0479942087
3.74424348,0.173696504,0.0479937847
3.74445052,0.1737640955,0.0479941507
3.74466703,0.173831687,0.0479936993
3.74486652,0.1738992785,0.047993867
3.74508181,0.17396687,0.0479941202
3.74528855,0.1740344615,0.0479938792
3.74549338,0.174102053,0.0479940653
3.74571378,0.1741696445,0.0479936596
3.74591464,0.174237236,0.0479940104
3.74613108,0.1743048275,0.0479941751
3.74633827,0.1743724189,0.0479938701
3.74654562,0.1744400104,0.0479940897
3.74676557,0.1745076019,0.0479937389
3.74696612,0.1745751934,0.0479939036
3.74718851,0.1746427849,0.0479942544
3.74739502,0.1747103763,0.0479938121
3.74760611,0.1747779678,0.04799405
3.74782736,0.1748455593,0.0479937115
3.74802929,0.1749131508,0.0479938762
3.74825084,0.1749807422,0.0479941965
3.74846002,0.1750483337,0.0479937969
3.7486734,0.1751159252,0.0479940348
3.74889716,0.1751835167,0.047993745
3.74909947,0.1752511082,0.0479939799
3.74932209,0.1753186997,0.047994227
3.74953334,0.1753862912,0.0479939189
3.74974565,0.1754538827,0.0479940287
3.74996949,0.1755214742,0.0479937359
3.75017943,0.1755890657,0.0479938884
3.75039946,0.1756566572,0.0479942087
3.7506149,0.1757242487,0.0479938121
3.75082767,0.1757918402,0.0479940348
3.75105449,0.1758594317,0.0479938762
3.75126367,0.1759270233,0.0479939677
3.75148881,0.1759946147,0.0479941843
3.75170272,0.1760622062,0.0479938091
3.75191885,0.1761297977,0.0479940866
3.75214781,0.1761973893,0.0479938365
3.75235737,0.1762649808,0.0479940592
3.75258465,0.1763327056,0.0479941721
3.75280161,0.1764002971,0.0479937725
3.75301935,0.1764678886,0.0479940348
3.75324716,0.1765354801,0.0479937084
3.75345985,0.1766030716,0.0479939433
3.75368789,0.1766706631,0.0479941995
3.75390455,0.1767382546,0.0479938213
3.75412343,0.1768058461,0.0479941141
3.7543543,0.1768734375,0.0479937298
3.75456852,0.176941029,0.0479939585
3.75479869,0.1770086205,0.0479942087
3.75501856,0.177076212,0.0479939646
3.75523782,0.1771438035,0.0479940897
3.75546983,0.177211395,0.0479937267
3.75568688,0.1772789865,0.0479940073
3.75591454,0.177346578,0.0479941629
3.75613738,0.1774141695,0.0479938213
3.75635932,0.177481761,0.0479940927
3.75659514,0.1775493524,0.0479938152
3.75681066,0.1776169439,0.0479939524
3.75704534,0.1776845354,0.0479942087
3.7572675,0.1777521269,0.0479938091
3.75749104,0.1778197184,0.0479939768
3.75772541,0.1778873099,0.0479937237
3.75794361,0.1779549014,0.0479938762
3.75817882,0.1780224929,0.0479942605
3.75840434,0.1780900843,0.0479938274
3.7586291,0.1781576759,0.0479941385
3.75886378,0.1782252674,0.0479937999
3.75908586,0.1782928589,0.0479940012
3.75932131,0.1783604504,0.0479941873
3.75954889,0.1784280419,0.0479938365
3.75977449,0.1784956334,0.0479941416
3.76001322,0.1785632249,0.0479937511
3.76023698,0.1786308164,0.0479938609
3.76047204,0.1786984079,0.0479941629
3.76069901,0.1787659994,0.0479938975
3.76092736,0.1788335909,0.0479940012
3.76116914,0.1789011824,0.0479937969
3.76139054,0.1789687739,0.0479939372
3.76163072,0.1790363655,0.0479941629
3.76185906,0.179103957,0.0479938365
3.76208886,0.1791715485,0.0479940622
3.76233033,0.1792391399,0.0479938152
3.76255463,0.1793067314,0.0479938945
3.76279702,0.1793743229,0.0479941782
3.76302835,0.1794419144,0.0479937877
3.76325936,0.1795095059,0.0479940378
3.76350344,0.1795770974,0.0479937786
3.76372827,0.1796446889,0.0479939311
3.76397043,0.1797122804,0.0479942178
3.76420534,0.1797798719,0.0479938243
3.76443766,0.1798474634,0.047994108
3.76468349,0.1799150549,0.0479937816
3.76491046,0.1799826465,0.0479939829
3.76515331,0.180050238,0.047994227
3.76538952,0.1801178295,0.0479939707
3.76562535,0.180185421,0.0479941477
3.76587102,0.1802530125,0.0479937786
3.76610196,0.180320604,0.0479940226
3.76634489,0.1803881955,0.0479942453
3.76657774,0.180455787,0.0479939128
3.76681441,0.1805233785,0.0479939524
3.76706214,0.18059097,0.0479937298
3.7672956,0.1806585615,0.0479938853
3.7675412,0.1807261531,0.0479942483
3.7677794,0.1807937446,0.0479939433
3.76801644,0.1808613361,0.0479940927
3.76826578,0.1809289276,0.0479937694
3.76849963,0.1809965191,0.0479940622
3.76874782,0.1810641106,0.0479941904
3.76898495,0.1811317021,0.0479939067
3.76922459,0.1811992936,0.0479940622
3.76947477,0.1812668851,0.0479937206
3.7697093,0.1813344766,0.0479938213
3.76995963,0.1814020681,0.0479941843
3.7702005,0.1814696597,0.0479939219
3.77043969,0.1815372512,0.0479940256
3.77069513,0.1816048427,0.0479937847
3.77092982,0.1816724342,0.0479939341
3.77118084,0.1817400257,0.0479943093
3.7714246,0.1818076172,0.0479938304
3.7716686,0.1818752087,0.0479940592
3.77192031,0.1819428002,0.0479937633
3.77215942,0.1820103917,0.0479939982
3.77241135,0.1820779832,0.0479941812
3.77265588,0.1821455747,0.0479938548
3.77290003,0.1822131662,0.0479941019
3.77315762,0.1822807576,0.0479937481
3.77339719,0.1823483491,0.0479938426
3.77365157,0.1824159406,0.0479942056
3.77389709,0.1824835321,0.0479938914
3.77414147,0.1825511236,0.0479939829
3.77440058,0.1826187151,0.047993681
3.77463923,0.1826863066,0.0479939067
3.77489644,0.1827538981,0.0479941843
3.7751425,0.1828214895,0.047993867
3.775391,0.182889081,0.0479940836
3.7756508,0.1829566725,0.047993745
3.77589197,0.183024264,0.0479937877
3.77614986,0.1830918555,0.047994105
3.77639974,0.1831594469,0.0479938121
3.77664992,0.1832270384,0.04799405
3.77691086,0.1832946299,0.0479937084
3.77715417,0.1833622214,0.047993928
3.77741168,0.1834298129,0.0479941995
3.7776572,0.1834974044,0.0479937816
3.77790838,0.1835649959,0.0479940775
3.77816818,0.1836325874,0.0479937054
3.77841332,0.1837001789,0.047993928
3.7786735,0.1837677704,0.0479942819
3.7789249,0.1838353619,0.0479937389
3.77917707,0.1839029534,0.0479941263
3.7794413,0.1839705449,0.0479938548
3.77968873,0.1840381364,0.0479938518
3.77995097,0.1841057279,0.0479941934
3.7802023,0.1841733194,0.0479938243
3.7804563,0.1842409109,0.04799405
3.78072343,0.1843085024,0.0479937755
3.78097231,0.1843760939,0.0479939646
3.78123669,0.1844436853,0.0479942148
3.78148962,0.1845112768,0.0479938152
3.78174743,0.1845788684,0.0479941446
3.78201487,0.1846464599,0.047993681
3.78226452,0.1847140514,0.0479938731
3.78253096,0.1847816429,0.0479942239
3.78278771,0.1848492344,0.047993803
3.78304628,0.1849168259,0.0479940622
3.78331509,0.1849844174,0.0479938091
3.78356672,0.185052009,0.0479940073
3.78383424,0.1851196005,0.0479941965
3.78409419,0.185187192,0.0479938213
3.7843533,0.1852547835,0.0479940683
3.78462501,0.1853223751,0.0479937298
3.78487855,0.1853899666,0.0479940012
3.78514912,0.1854575581,0.0479941782
3.78540816,0.1855251496,0.0479939128
3.78566987,0.1855927411,0.0479940348
3.78594165,0.1856603326,0.0479937054
3.7861984,0.1857279241,0.0479939951
3.78646751,0.1857955156,0.0479941324
3.78673022,0.1858631072,0.0479937908
3.78699208,0.1859306987,0.0479942056
3.78726783,0.1859982902,0.0479938274
3.78752405,0.1860658817,0.0479939707
3.78779858,0.1861334733,0.0479942087
3.78806281,0.1862010648,0.0479939189
3.78832483,0.1862686563,0.0479941111
3.78860173,0.1863362478,0.0479937908
3.78885993,0.1864038393,0.0479939006
3.789134,0.1864714309,0.0479942636
3.78940037,0.1865390224,0.047993864
3.78966536,0.1866066139,0.0479941324
3.78994448,0.1866742054,0.0479937603
3.79020497,0.1867417969,0.0479940104
3.79048027,0.1868093883,0.0479942148
3.79074663,0.1868769798,0.0479938792
3.79101468,0.1869445713,0.04799405
3.79129349,0.1870121627,0.0479936078
3.79155512,0.1870797542,0.0479938701
3.79183348,0.1871473457,0.0479941263
3.79210198,0.1872149371,0.0479938396
3.7923701,0.1872825286,0.0479940439
3.79265189,0.18735012,0.0479936261
3.79291314,0.1874177115,0.0479939585
3.7931944,0.187485303,0.0479942087
3.79346275,0.1875528944,0.0479938731
3.79373354,0.1876204859,0.0479941263
3.794019,0.1876880773,0.0479936291
3.79428315,0.1877556688,0.0479939738
3.79456532,0.1878232603,0.0479941995
3.79483604,0.1878908518,0.0479938365
3.79510752,0.1879584433,0.047994047
3.79539267,0.1880260347,0.0479936779
3.79565797,0.1880936262,0.0479939036
3.79594166,0.1881612177,0.0479941538
3.79621483,0.1882288092,0.0479938518
3.79648623,0.1882964007,0.0479941233
3.79677321,0.1883639921,0.0479937938
3.79704065,0.1884315836,0.0479938823
3.79732732,0.1884991751,0.0479942056
3.79759972,0.1885667666,0.047993806
3.79787632,0.1886343581,0.0479941263
