Potential (V),Capacity (Ah),Current (A)
4.01888919,0.2364216919,0.0479939677
4.01922467,0.2364892834,0.0479942453
4.01954931,0.236556875,0.0479938518
4.01987319,0.2366244665,0.0479941202
4.02021157,0.2366920581,0.0479937023
4.02052858,0.2367596496,0.0479938945
4.02086177,0.2368272411,0.0479941568
4.02118847,0.2368948327,0.0479939006
4.02151281,0.2369624242,0.0479941721
4.02185363,0.2370300157,0.0479937206
4.02216888,0.2370976072,0.0479940073
4.0225062,0.2371651988,0.0479942697
4.02283068,0.2372327903,0.047993867
4.023157,0.2373003819,0.0479940805
4.02349424,0.2373679734,0.0479937481
4.0238143,0.237435565,0.0479940165
4.02414978,0.2375031565,0.0479943093
4.02447587,0.2375707481,0.0479938853
4.0248012,0.2376383397,0.04799405
4.02514043,0.2377059312,0.0479936535
4.02545957,0.2377735228,0.047993928
4.02579498,0.2378411143,0.0479942239
4.02612221,0.2379087059,0.0479939738
4.02644907,0.2379762974,0.0479941568
4.02678661,0.238043889,0.0479937603
4.02710728,0.2381114805,0.0479939951
4.0274433,0.2381790721,0.0479942239
4.02776954,0.2382466636,0.047993867
4.02809884,0.2383142552,0.0479941812
4.02843684,0.2383818468,0.0479937115
4.02875858,0.2384494383,0.0479940012
4.02909506,0.2385170299,0.0479942117
4.02942168,0.2385846215,0.0479938365
4.02975007,0.238652213,0.047994169
4.03008868,0.2387198046,0.0479938243
4.0304108,0.2387873962,0.0479940104
4.03074934,0.2388549878,0.0479942392
4.03107528,0.2389225793,0.0479938701
4.03140412,0.2389901709,0.0479941324
4.03174601,0.2390577624,0.047993681
4.03206516,0.239125354,0.0479940012
4.03240347,0.2391929455,0.04799423
4.03273055,0.2392605371,0.0479939524
4.03306031,0.2393281287,0.0479940927
4.03340022,0.2393957202,0.0479936505
4.03372188,0.2394633118,0.047993986
4.03405927,0.2395309033,0.0479942453
4.03438865,0.2395984949,0.0479938274
4.03471696,0.2396660864,0.0479941385
4.03505717,0.239733678,0.0479937725
4.03538074,0.2398012695,0.0479939799
4.03572127,0.2398688611,0.0479942209
4.03604835,0.2399364526,0.0479937908
4.0363778,0.2400040441,0.0479941263
4.03671901,0.2400716357,0.047993803
4.03704144,0.2401392272,0.0479940165
4.03738181,0.2402068188,0.0479942514
4.03770958,0.2402744103,0.0479938823
4.0380411,0.2403420019,0.0479941507
4.03838299,0.2404095934,0.0479937877
4.03870512,0.2404771849,0.0479939768
4.03904564,0.2405447765,0.047994288
4.03937425,0.240612368,0.0479938609
4.03970546,0.2406799596,0.047994169
4.04004988,0.2407475511,0.0479937999
4.04037292,0.2408151427,0.0479938548
4.04071359,0.2408827343,0.0479941843
4.04104251,0.2409503258,0.0479939036
4.04137318,0.2410179174,0.0479941294
4.0417179,0.2410855089,0.0479937023
4.0420427,0.2411531005,0.0479939768
4.04238383,0.2412206921,0.047994352
4.0427142,0.2412882836,0.0479938548
4.04304449,0.2413558752,0.0479940683
4.04338853,0.2414234668,0.0479938792
4.04371134,0.2414910584,0.0479939524
4.04405278,0.24155865,0.0479943063
4.04438353,0.2416262416,0.0479940317
4.04471688,0.2416938332,0.0479941324
4.045059,0.2417614248,0.0479937511
4.04538517,0.2418290164,0.0479940897
4.04572646,0.241896608,0.0479942575
4.04605813,0.2419641995,0.0479938853
4.04638903,0.2420317911,0.0479940622
4.04673436,0.2420993827,0.0479938731
4.04706076,0.2421669743,0.0479940287
4.0474051,0.2422345659,0.0479943124
4.04773494,0.2423021575,0.0479939463
4.04806729,0.2423697491,0.0479940256
4.0484124,0.2424373407,0.0479937542
4.04873544,0.2425049322,0.0479940409
4.04907894,0.2425725238,0.0479941995
4.04941038,0.2426401154,0.0479939067
4.04974243,0.242707707,0.0479941904
4.05008776,0.2427752985,0.0479938548
4.05041309,0.2428428901,0.0479939921
4.05075751,0.2429104817,0.0479942453
4.05108902,0.2429780733,0.0479939372
4.05142138,0.2430456649,0.04799405
4.05176938,0.2431132565,0.0479938274
4.05209594,0.243180848,0.0479939433
4.05244035,0.2432484396,0.0479942087
4.0527721,0.2433160312,0.0479939524
4.05310644,0.2433836227,0.0479941751
4.05345376,0.2434512143,0.0479938091
4.05378046,0.2435188058,0.0479940073
4.05412442,0.2435863973,0.0479942605
4.05445831,0.2436539889,0.0479938884
4.05479089,0.2437215804,0.0479941294
4.05513836,0.243789172,0.0479937511
4.0554653,0.2438567636,0.0479939585
4.05580956,0.2439243551,0.0479942239
4.05614444,0.2439919467,0.0479939036
4.05647931,0.2440595382,0.047994105
4.05682487,0.2441271298,0.0479938274
4.05715402,0.2441947214,0.0479939463
4.05749745,0.244262313,0.0479942697
4.05783126,0.2443299045,0.0479938182
4.05816781,0.244397496,0.0479941416
4.05851276,0.2444650876,0.0479937054
4.05884268,0.2445326791,0.0479939067
4.05918862,0.2446002707,0.0479942392
4.05952426,0.2446678622,0.0479938335
4.05985852,0.2447354538,0.0479942087
4.06020577,0.2448030454,0.0479937938
4.06053537,0.2448706369,0.0479938457
4.06088018,0.2449382285,0.0479941904
4.06121719,0.24500582,0.0479938823
4.06155084,0.2450734116,0.0479941812
4.06189931,0.2451410031,0.0479937908
4.06222861,0.2452085947,0.0479939585
4.06257547,0.2452761862,0.0479942727
4.06291027,0.2453437777,0.0479938609
4.063244,0.2454113692,0.0479940195
4.06359338,0.2454789607,0.0479936413
4.0639236,0.2455465522,0.0479939097
4.06426955,0.2456141437,0.0479943002
4.06460496,0.2456817353,0.0479938213
4.06493357,0.2457493268,0.0479940317
4.0652812,0.2458169183,0.0479938792
4.06561317,0.2458845098,0.047993928
4.06595836,0.2459521014,0.0479941477
4.06629514,0.2460196929,0.0479939158
4.06663208,0.2460872845,0.0479941721
4.06698146,0.246154876,0.047993681
4.06731145,0.2462224675,0.0479939036
4.0676603,0.2462900591,0.0479943002
4.06799968,0.2463576506,0.047993864
4.06833593,0.2464252421,0.0479941233
4.06868585,0.2464928337,0.0479936962
4.06901866,0.2465604252,0.0479940073
4.0693659,0.2466280168,0.0479942331
4.06970391,0.2466956083,0.047993925
4.07004177,0.2467631999,0.047994166
4.07039298,0.2468307914,0.0479937023
4.07072473,0.246898383,0.0479938701
4.07107205,0.2469659745,0.0479941538
4.07140837,0.247033566,0.0479939341
4.0717489,0.2471011576,0.0479941355
4.07210096,0.2471687491,0.0479937237
4.07243125,0.2472363407,0.0479939219
4.07277934,0.2473039322,0.0479942758
4.0731217,0.2473715238,0.0479938853
4.07345726,0.2474391154,0.0479940989
4.07380794,0.2475067069,0.0479937511
4.0741406,0.2475742985,0.047993986
4.07448869,0.24764189,0.047994288
4.07482792,0.2477094816,0.0479938884
4.07516569,0.2477770732,0.0479940775
4.07551844,0.2478446647,0.0479938121
4.07585163,0.2479122563,0.0479938975
4.07620132,0.2479798478,0.0479943063
4.07653986,0.2480474394,0.0479939158
4.07687948,0.2481150309,0.0479941568
4.07723138,0.2481826225,0.0479937633
4.07756503,0.2482502141,0.0479940104
4.07791495,0.2483178057,0.0479942666
4.07825441,0.2483853972,0.0479938609
4.07859349,0.2484529888,0.0479941294
4.07894692,0.2485205804,0.047993806
4.07927897,0.2485883053,0.0479940531
4.07963255,0.2486558969,0.0479943307
4.07997209,0.2487234885,0.0479939402
4.08031093,0.2487910801,0.0479940592
4.08066307,0.2488586717,0.0479939006
4.08099817,0.2489262632,0.047993925
4.08134931,0.2489938548,0.0479942331
4.08168869,0.2490614464,0.0479939311
4.08202747,0.249129038,0.0479941019
4.08238189,0.2491966296,0.0479937755
4.0827144,0.2492642211,0.0479940256
4.08306592,0.2493318127,0.0479942819
4.08340538,0.2493994042,0.0479939555
4.08374667,0.2494669958,0.047994169
4.08409774,0.2495345873,0.0479938243
4.08443597,0.2496021789,0.0479940073
4.08478643,0.2496697704,0.0479943093
4.08512505,0.249737362,0.047993864
4.08546595,0.2498049535,0.0479940683
4.0858232,0.249872545,0.0479938213
4.08615579,0.2499401366,0.0479940195
4.08650708,0.2500077281,0.0479942453
4.08684914,0.2500753196,0.0479938792
4.08719074,0.2501429112,0.0479941782
4.08754508,0.2502105027,0.0479937847
4.08788118,0.2502780943,0.0479939585
4.08823248,0.2503456859,0.0479942758
4.08857369,0.2504132774,0.0479939311
4.08891483,0.250480869,0.0479940592
4.08926933,0.2505484605,0.0479937389
4.08960352,0.250616052,0.0479939067
4.08995802,0.2506836436,0.0479943002
4.09029847,0.2507512351,0.0479938487
4.09064122,0.2508188266,0.0479939921
4.09099679,0.2508864182,0.0479937999
4.09133144,0.2509540097,0.0479939585
4.09168685,0.2510216013,0.0479942666
4.09202746,0.2510891929,0.0479940622
4.09237051,0.2511567845,0.0479940927
4.09272577,0.251224376,0.0479937694
4.09306141,0.2512919676,0.0479939616
4.09341416,0.2513595592,0.0479942758
4.0937569,0.2514271508,0.0479939402
4.09410147,0.2514947423,0.04799405
4.09445674,0.2515623339,0.0479937755
4.09479292,0.2516299255,0.0479939738
4.09514513,0.251697517,0.0479942941
4.09548848,0.2517651086,0.0479939555
4.09583115,0.2518327001,0.0479940897
4.09618565,0.2519002917,0.0479937359
4.0965232,0.2519678832,0.0479939646
4.09687885,0.2520354748,0.0479942971
4.09722136,0.2521030664,0.0479939738
4.09756525,0.2521706579,0.0479941263
4.09792105,0.2522382495,0.0479937298
4.09825608,0.2523058411,0.0479939433
4.09861096,0.2523734326,0.047994291
4.09895439,0.2524410242,0.0479938945
4.09929782,0.2525086158,0.0479941538
4.09965599,0.2525762074,0.0479937877
4.09999033,0.2526437989,0.0479940348
4.10034575,0.2527113905,0.0479942636
4.10068956,0.2527789821,0.0479938945
4.10103529,0.2528465736,0.0479939799
4.1013917,0.2529141652,0.0479937908
4.10172894,0.2529817568,0.0479940439
4.10208497,0.2530493484,0.0479942758
4.10242856,0.2531169399,0.0479939646
4.10277222,0.2531845315,0.0479941995
4.10312977,0.2532521231,0.047993745
4.10346633,0.2533197146,0.0479940134
4.10382251,0.2533873062,0.0479942514
4.1041648,0.2534548977,0.0479939158
4.10450815,0.2535224893,0.0479940958
4.10486495,0.2535900809,0.0479937359
4.10520151,0.2536576725,0.0479939951
4.10555448,0.253725264,0.0479942544
4.10589745,0.2537928556,0.0479938609
4.10623959,0.2538604471,0.0479941599
4.10659501,0.2539280387,0.0479937633
4.10693164,0.2539956303,0.0479940043
4.10728859,0.2540632218,0.0479942636
4.10763072,0.2541308134,0.0479939219
4.10797492,0.2541984049,0.04799405
4.1083311,0.2542659965,0.0479937999
4.10866995,0.254333588,0.0479940134
4.10902239,0.2544011796,0.0479943063
4.10936727,0.2544687711,0.0479938975
4.1097107,0.2545363627,0.0479941233
4.11006872,0.2546039543,0.0479937969
4.11040681,0.2546715458,0.0479939219
4.11076093,0.2547391374,0.0479943581
4.11110627,0.254806729,0.0479938945
4.11145229,0.2548743205,0.0479940866
4.11181023,0.2549419121,0.0479938365
4.11214947,0.2550095036,0.047993986
4.11250672,0.2550770952,0.0479942026
4.11284939,0.2551446867,0.0479938335
4.11319694,0.2552122783,0.0479942453
4.11355618,0.2552798699,0.0479937267
4.11389312,0.2553474615,0.0479939585
4.11425129,0.255415053,0.0479942758
4.11459457,0.2554826446,0.0479939372
4.11494235,0.2555502361,0.047994047
4.11529869,0.2556178277,0.0479937755
4.11563983,0.2556854192,0.047993989
4.11599769,0.2557530108,0.0479943185
4.11634112,0.2558206024,0.0479939463
4.11668654,0.2558881939,0.0479941599
4.11704616,0.2559557855,0.0479937237
4.11738555,0.2560233771,0.0479939646
4.11774249,0.2560909687,0.0479942636
4.11808799,0.2561585602,0.0479938182
4.11843684,0.2562261518,0.0479940195
4.11879409,0.2562937434,0.0479936474
4.11913516,0.2563613349,0.0479939585
4.11949218,0.2564289265,0.0479942544
4.11983821,0.256496518,0.0479938945
4.12018271,0.2565641096,0.0479941629
4.12054348,0.2566317012,0.0479938487
4.12088264,0.2566992927,0.047993925
4.12124012,0.2567668843,0.0479942209
4.12158645,0.2568344758,0.0479938975
4.12193469,0.2569020674,0.0479941599
4.12229332,0.256969659,0.0479937359
4.12263439,0.2570372506,0.047993989
4.1229934,0.2571048421,0.0479943307
4.12333706,0.2571724337,0.0479938243
4.12368546,0.2572400252,0.0479941568
4.12404599,0.2573076168,0.0479937389
4.12438568,0.2573752084,0.0479940073
4.12474469,0.2574428,0.0479943764
4.12509187,0.2575103916,0.0479939097
4.12543988,0.2575779831,0.0479941355
4.12580133,0.2576455747,0.0479937694
4.12613767,0.2577131662,0.0479939463
4.12649622,0.2577807578,0.0479942636
4.12684347,0.2578483493,0.047993803
4.12719217,0.2579159409,0.0479941111
4.12755317,0.2579835324,0.0479938365
4.12789278,0.2580511239,0.047993925
4.12825072,0.2581187155,0.0479941324
4.12859874,0.258186307,0.0479939067
4.12894629,0.2582538986,0.0479941111
4.12930828,0.2583214901,0.0479938152
4.12964736,0.2583890817,0.047993986
4.13001011,0.2584566732,0.0479942361
4.13035553,0.2585242648,0.0479939921
4.13070164,0.2585918563,0.0479940744
4.1310647,0.2586594479,0.0479937847
4.13140675,0.2587270395,0.047993986
4.131765,0.2587946311,0.0479942727
4.13211409,0.2588622226,0.047993925
4.13245928,0.2589298142,0.0479940805
4.13282126,0.2589974057,0.0479936901
4.13316454,0.2590649973,0.04799405
4.13352386,0.2591325889,0.0479942605
4.13387096,0.2592001805,0.0479939463
4.1342189,0.259267772,0.0479941568
4.13458058,0.2593353636,0.047993803
4.13492302,0.2594029552,0.0479940531
4.13528074,0.2594705467,0.0479942392
4.1356286,0.2595381383,0.0479939067
4.13597799,0.2596057299,0.0479940561
4.13633891,0.2596733214,0.0479937664
4.13668127,0.259740913,0.0479939646
4.13704097,0.2598085046,0.0479942392
4.13738738,0.2598760962,0.0479939006
4.13773853,0.2599436877,0.0479940805
4.13809823,0.2600112793,0.0479938213
4.13843922,0.2600788709,0.0479940775
4.13879991,0.2601464625,0.0479942026
4.13914792,0.260214054,0.0479939768
4.13949464,0.2602816456,0.0479940958
4.13985862,0.2603492372,0.0479937847
4.14019991,0.2604168287,0.0479939982
4.14055969,0.2604844203,0.0479942361
4.14090954,0.2605520119,0.0479939128
4.1412558,0.2606196035,0.0479941355
4.14162099,0.2606871951,0.0479938518
4.14196259,0.2607547867,0.0479940104
4.14232252,0.2608223783,0.0479942483
4.14267046,0.2608899699,0.0479939341
4.14301909,0.2609575614,0.0479941538
4.14338383,0.261025153,0.0479938762
4.14372482,0.2610927446,0.047993925
4.14408597,0.2611603362,0.0479941843
4.14443513,0.2612279278,0.0479939463
4.14478376,0.2612955194,0.0479940805
4.14514773,0.261363111,0.0479937664
4.14549124,0.2614307026,0.0479941294
4.14585148,0.2614982942,0.0479942544
4.14619904,0.2615658857,0.0479939646
4.14655026,0.2616334773,0.0479941477
4.14691339,0.2617010689,0.0479937389
4.14725622,0.2617686605,0.0479940317
4.14761554,0.2618362521,0.047994352
4.14796531,0.2619038437,0.0479939311
4.14831401,0.2619714354,0.0479940836
4.14867707,0.2620390269,0.0479938213
4.14901913,0.2621066185,0.0479940043
4.14937891,0.2621742101,0.0479943215
4.14972799,0.2622418017,0.0479940256
4.15008029,0.2623093934,0.0479942422
4.15044243,0.262376985,0.0479937694
4.15078648,0.2624445766,0.0479939677
4.15114732,0.2625121682,0.0479943703
4.15149618,0.2625797597,0.0479939158
4.1518474,0.2626473513,0.0479940531
4.15220855,0.2627149429,0.0479938731
4.1525555,0.2627825346,0.0479939768
4.15291741,0.2628501262,0.0479943429
4.15326864,0.2629177178,0.0479940165
4.1536175,0.2629853094,0.0479941904
4.15397956,0.2630530343,0.047993864
4.15432544,0.2631206259,0.047993925
4.15468659,0.2631882175,0.0479943368
4.15503713,0.2632558091,0.0479938975
4.1553882,0.2633234007,0.0479940287
4.15574775,0.2633909923,0.0479937694
4.15609103,0.2634585839,0.0479939677
4.1564544,0.2635261754,0.047994291
4.15680578,0.263593767,0.04799405
4.1571557,0.2636613586,0.0479941477
4.15752105,0.2637289502,0.047993864
4.15786716,0.2637965417,0.0479940012
4.15822938,0.2638641333,0.0479942361
4.15858053,0.2639317249,0.0479938884
4.15893527,0.2639993165,0.0479941202
4.15930085,0.264066908,0.0479937664
4.15964818,0.2641344996,0.0479940043
4.16001124,0.2642020912,0.0479941629
4.16036231,0.2642696828,0.0479939372
4.16071552,0.2643372744,0.0479941629
4.16108003,0.2644048659,0.0479938609
4.16142553,0.2644724575,0.0479940165
4.16178889,0.2645400491,0.0479943063
4.16214058,0.2646076407,0.0479939189
4.16249234,0.2646752322,0.0479940256
4.16285777,0.2647428238,0.0479938121
4.16320304,0.2648104154,0.047993989
4.16356716,0.264878007,0.0479942971
4.16391709,0.2649455985,0.0479937908
4.16427129,0.2650131901,0.0479941751
4.16463764,0.2650807817,0.0479938182
4.16498321,0.2651483733,0.0479939555
4.16534788,0.2652159649,0.047994166
4.16569277,0.2652835564,0.0479939128
4.16604422,0.265351148,0.0479941477
4.16640965,0.2654187395,0.0479937908
4.16675583,0.2654863311,0.0479938853
4.16711966,0.2655539227,0.047994291
4.16746989,0.2656215142,0.0479938548
4.16782402,0.2656891058,0.0479941019
4.16818853,0.2657566974,0.0479939036
4.16853861,0.265824289,0.0479938823
4.16890076,0.2658918806,0.0479942544
4.16925458,0.2659594721,0.0479939006
4.1696081,0.2660270637,0.0479941111
4.16997474,0.2660946553,0.0479937938
4.17032124,0.2661622468,0.0479940226
4.17068468,0.2662298384,0.0479942209
4.17103568,0.26629743,0.0479938975
4.17139118,0.2663650216,0.0479940653
4.17175806,0.2664326132,0.0479937999
4.17210249,0.2665002047,0.0479939646
4.17246754,0.2665677963,0.0479942575
4.1728238,0.2666353879,0.0479939433
4.17317648,0.2667029795,0.0479940897
4.17354374,0.266770571,0.0479937206
4.17389145,0.2668381626,0.0479940744
4.17425719,0.2669057542,0.0479942178
4.17461009,0.2669733458,0.047993867
4.17496521,0.2670409374,0.0479941172
4.17533019,0.267108529,0.0479938945
4.17567767,0.2671761206,0.0479939921
4.17604234,0.2672437121,0.047994227
4.17639723,0.2673113037,0.0479938914
4.17675235,0.2673788953,0.0479941934
4.17712221,0.2674464869,0.0479937572
4.17746877,0.2675140785,0.0479940195
4.17783237,0.2675816701,0.0479942544
4.17818795,0.2676492617,0.0479939097
4.17854429,0.2677168533,0.0479941233
4.17891209,0.2677844449,0.0479938213
4.17926202,0.2678520365,0.0479940226
4.17962653,0.2679196281,0.0479943093
4.17998272,0.2679872197,0.0479939158
4.18033784,0.2680548113,0.0479940683
4.18070648,0.2681224028,0.0479937572
4.18105473,0.2681899944,0.0479939555
4.181421,0.268257586,0.0479942758
4.18177635,0.2683251776,0.0479939921
4.182133,0.2683927692,0.0479941233
4.18250095,0.2684603608,0.0479937572
4.18284843,0.2685279524,0.0479939402
4.18321745,0.268595544,0.0479943581
4.1835725,0.2686631356,0.0479939067
4.18392838,0.2687307272,0.0479941416
4.18429641,0.2687983188,0.0479938945
4.18464664,0.2688659104,0.0479940317
4.18501306,0.268933502,0.0479941995
4.18536765,0.2690010936,0.0479938975
4.1857243,0.2690686852,0.0479941568
4.18609378,0.2691362768,0.0479938335
4.18644332,0.2692038684,0.0479940348
4.18680982,0.26927146,0.047994291
4.18716876,0.2693390516,0.0479938792
4.18752488,0.2694066432,0.0479942026
4.18789428,0.2694742348,0.0479938426
4.18824276,0.2695418264,0.0479939524
4.1886101,0.269609418,0.047994352
4.18896514,0.2696770096,0.0479939219
4.18932378,0.2697446012,0.0479941416
4.18969493,0.2698121928,0.0479937877
4.19004402,0.2698797844,0.047993986
4.1904135,0.269947376,0.0479942575
4.1907703,0.2700149676,0.0479939402
4.19112734,0.2700825592,0.0479942087
4.19149826,0.2701501507,0.0479937633
4.19184957,0.2702177423,0.0479939555
4.19221759,0.2702853339,0.0479942575
4.19257508,0.2703529255,0.0479939982
4.19293158,0.2704205171,0.0479941202
4.19330396,0.2704881087,0.0479937938
4.19365481,0.2705557003,0.0479939036
4.19402245,0.2706232919,0.0479942575
4.1943775,0.2706908835,0.0479938121
4.19473613,0.2707584751,0.0479941294
4.19510599,0.2708260667,0.0479938518
4.19545852,0.2708936583,0.0479940714
4.19582746,0.2709612499,0.0479943368
4.19618717,0.2710288415,0.0479938975
4.19654443,0.2710964331,0.0479941019
4.1969178,0.2711640247,0.0479938426
4.19726758,0.2712316163,0.0479940226
4.19763927,0.2712992079,0.0479943368
4.19799722,0.2713667995,0.0479939646
4.19835418,0.2714343911,0.0479941782
4.19872579,0.2715019827,0.0479938792
4.19907649,0.2715695744,0.0479940134
4.1994439,0.271637166,0.0479942178
4.19980254,0.2717047576,0.0479939036
4.20016056,0.2717723492,0.0479940958
4.20053401,0.2718399407,0.0479937084
4.20088753,0.2719075323,0.0479940226
4.20125762,0.2719751239,0.0479942178
4.20161595,0.2720427155,0.0479939189
4.2019765,0.272110307,0.0479941141
4.20234888,0.2721778986,0.0479938121
4.20270347,0.2722454902,0.0479940226
4.20307203,0.2723130818,0.0479942453
4.20343326,0.2723806734,0.0479939067
4.20379411,0.272448265,0.0479941629
4.20416794,0.2725158566,0.0479938792
4.20452078,0.2725834483,0.047994047
4.20489262,0.2726510399,0.0479942788
4.20525286,0.2727186315,0.0479939219
4.20561417,0.2727862231,0.0479941782
4.20598716,0.2728538147,0.0479938213
4.2063429,0.2729214063,0.0479940622
4.20671459,0.2729889979,0.047994288
4.20707384,0.2730565895,0.0479939219
4.20743576,0.2731241811,0.0479941355
4.2078105,0.2731917727,0.0479938426
4.20816555,0.2732593643,0.0479940836
4.20853793,0.2733269559,0.0479942666
4.20889863,0.2733945475,0.04799405
4.2092604,0.2734621391,0.0479942056
4.20963431,0.2735297307,0.0479937999
4.20998477,0.2735973224,0.0479940317
4.21035845,0.273664914,0.0479942666
4.21071831,0.2737325055,0.0479938914
4.21108107,0.2738000972,0.0479941751
4.21145628,0.2738676888,0.047993803
4.21181285,0.2739352804,0.0479940836
4.21218814,0.274002872,0.0479942575
4.21255082,0.2740704636,0.0479939036
4.21291152,0.2741380552,0.0479941172
4.21328818,0.2742056468,0.0479938457
4.2136459,0.2742732384,0.0479940561
4.21401958,0.27434083,0.0479943917
4.21438333,0.2744084216,0.0479938457
4.21475029,0.2744760132,0.0479941538
4.21512527,0.2745436048,0.0479937877
4.21548184,0.2746111965,0.0479939341
4.2158559,0.2746787881,0.0479943002
4.21622027,0.2747463797,0.0479939341
4.21658356,0.2748139713,0.0479941233
4.21696053,0.2748815629,0.0479937755
4.21731809,0.2749491545,0.0479941141
4.21769643,0.2750167461,0.0479942727
4.21806034,0.2750843377,0.0479939921
4.21842302,0.2751519294,0.0479941965
4.21880319,0.275219521,0.0479937938
4.21916061,0.2752871126,0.0479940256
4.21953559,0.2753547042,0.047994288
4.21990301,0.2754222958,0.0479939524
4.22026676,0.2754898874,0.0479941782
4.22064716,0.2755574791,0.0479938853
4.22100549,0.2756250707,0.0479940775
4.22138398,0.2756926623,0.0479942636
4.22174667,0.2757602539,0.047993928
4.22211371,0.2758278455,0.0479940256
4.22249494,0.2758954371,0.0479938213
4.22285542,0.2759630287,0.0479940775
4.223232,0.2760306203,0.0479943185
4.22359781,0.2760982119,0.0479939158
4.22396477,0.2761658035,0.047994108
4.22434319,0.2762333951,0.0479938487
4.22470595,0.2763009868,0.0479939677
4.22508398,0.2763685784,0.0479944039
4.22544965,0.27643617,0.0479939524
4.22581943,0.2765037616,0.0479941416
4.22619884,0.2765713532,0.047993806
4.22656786,0.2766389448,0.0479940561
4.22695414,0.2767065365,0.0479943703
4.22732561,0.2767741281,0.0479938945
4.22769647,0.2768417197,0.0479941355
4.22808091,0.2769093114,0.0479938213
4.22844787,0.276976903,0.0479939768
4.22883263,0.2770444946,0.0479942605
4.22920218,0.2771120862,0.0479940836
4.22957487,0.2771796779,0.0479940866
4.22996054,0.2772472694,0.0479937877
4.23032521,0.2773148611,0.0479939921
4.23070981,0.2773824527,0.0479943307
4.23108197,0.2774500443,0.0479940317
4.23145389,0.2775177693,0.0479941629
4.23184063,0.2775853609,0.0479938396
4.23220355,0.2776529525,0.0479940409
4.23258815,0.2777205441,0.0479943154
4.23295969,0.2777881357,0.0479939585
4.23333246,0.2778557273,0.0479940531
4.23371965,0.2779233189,0.0479937938
4.23408402,0.2779909105,0.0479939921
4.23447083,0.2780585022,0.0479942483
4.23484108,0.2781260937,0.0479939524
4.23521652,0.2781936854,0.0479941477
4.23560295,0.278261277,0.047993742
4.23597258,0.2783288686,0.047993986
4.23635978,0.2783964602,0.0479943429
4.23673308,0.2784640518,0.0479939189
4.23710867,0.2785316435,0.047994108
4.23749625,0.2785992351,0.0479938365
4.23786528,0.2786668267,0.0479940683
4.23825194,0.2787344184,0.0479943032
4.23862577,0.27880201,0.0479939585
4.23900197,0.2788696016,0.0479941873
4.23939093,0.2789371932,0.0479939494
4.23976179,0.2790047848,0.0479940073
4.24014982,0.2790723764,0.0479942758
4.24052503,0.279139968,0.0479939067
4.24090123,0.2792075597,0.0479941629
4.24129286,0.2792751513,0.0479938548
4.24166211,0.2793427429,0.0479940165
4.24205198,0.2794103344,0.0479943063
4.24242895,0.279477926,0.0479939433
4.24280813,0.2795455177,0.0479941812
4.24319884,0.2796131093,0.0479938152
4.2435697,0.2796807009,0.0479940439
4.24396056,0.2797482925,0.047994349
4.24433798,0.2798158841,0.0479938884
4.244718,0.2798834757,0.047994108
4.24511154,0.2799510673,0.0479937725
4.24548293,0.2800186589,0.0479940134
4.24587448,0.2800862505,0.0479941904
4.24625374,0.2801538421,0.0479939768
4.24663552,0.2802214337,0.0479941324
4.24702676,0.2802890252,0.0479938213
4.24740167,0.2803566168,0.0479939738
4.24779314,0.2804242085,0.047994352
4.24817354,0.2804918001,0.0479940439
4.24855639,0.2805593917,0.0479941538
4.24895145,0.2806269833,0.0479938335
4.2493272,0.2806945749,0.0479940653
4.24972127,0.2807621666,0.0479942666
4.2501022,0.2808297582,0.0479939677
4.25048398,0.2808973498,0.0479942483
4.25088103,0.2809649414,0.0479938335
4.25125632,0.281032533,0.0479940775
4.25165069,0.2811001247,0.0479943337
4.25203377,0.2811677162,0.0479938609
4.25241807,0.2812353078,0.0479940317
4.25281702,0.2813028994,0.0479938121
4.2531943,0.281370491,0.0479940073
4.25358989,0.2814380826,0.0479942544
4.25397343,0.2815056742,0.0479940531
4.25436063,0.2815732658,0.0479941385
4.2547579,0.2816408574,0.0479937969
4.25513701,0.281708449,0.0479940287
4.25553459,0.2817760406,0.0479942117
4.25592118,0.2818436323,0.0479939616
4.25631151,0.2819112239,0.0479940805
4.25670955,0.2819788155,0.0479938304
4.25709042,0.2820464071,0.0479940958
4.25749006,0.2821139987,0.0479941873
4.25787703,0.2821815903,0.047994047
4.25826591,0.282249182,0.047994169
4.2586683,0.2823167736,0.0479937786
4.25904917,0.2823843652,0.0479938975
4.25944919,0.2824519568,0.0479942819
4.25983891,0.2825195485,0.0479939036
4.26022672,0.2825871401,0.0479941965
4.26063248,0.2826547317,0.0479938091
4.26101113,0.2827223233,0.0479939463
4.26141612,0.2827899149,0.0479943978
4.26180461,0.2828575065,0.047993986
4.26219731,0.2829250982,0.0479942026
4.26260085,0.2829926898,0.0479938518
4.26298706,0.2830602814,0.0479940012
4.26339144,0.283127873,0.0479943642
4.26378146,0.2831954646,0.047993989
4.26417424,0.2832630562,0.0479941995
4.26458137,0.2833306478,0.047993803
4.26496796,0.2833982394,0.04799405
4.26537104,0.283465831,0.0479942971
4.26576534,0.2835334226,0.0479939646
4.26616094,0.2836010142,0.0479941995
4.26656754,0.2836686058,0.0479938396
4.26695474,0.2837361974,0.0479939677
4.26736095,0.283803789,0.0479942971
4.26775624,0.2838713806,0.0479938609
4.26815352,0.2839389723,0.0479941355
4.26856035,0.2840065639,0.0479938945
4.2689519,0.2840741555,0.0479940195
