Current(A),Test_Time(s),Voltage(V),Discharge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Discharge_Energy(Wh),Power(W)
-0.15001,36649.465,3.7697,1.3302,,,5.2915,-0.56549
-0.15002,36709.463,3.7689,1.3327,0.0,0.0,5.3009,-0.56541
-0.15002,36769.464,3.7679,1.3352,,3.046,5.3103,-0.56526
-0.15003,36829.463,3.7671,1.3377,0.0,,5.3197,-0.56518
-0.15002,36889.463,3.7663,1.3402,,0.0,5.3292,-0.56502
-0.15002,36949.462,3.7655,1.3427,0.0,,5.3386,-0.5649
-0.15002,37009.462,3.7648,1.3452,,0.0,5.348,-0.5648
-0.15003,37069.462,3.764,1.3477,0.32642,,5.3574,-0.56471
-0.15002,37129.463,3.763,1.3502,,3.1128,5.3668,-0.56453
-0.15003,37189.462,3.7622,1.3527,0.0,,5.3762,-0.56444
-0.15002,37249.463,3.7614,1.3552,,0.0,5.3856,-0.56429
-0.15001,37309.464,3.7608,1.3577,0.0,,5.395,-0.56416
-0.15001,37369.464,3.76,1.3602,,0.0,5.4044,-0.56404
-0.15003,37429.464,3.759,1.3627,0.0,,5.4138,-0.56396
-0.15002,37489.462,3.7582,1.3652,,3.0649,5.4232,-0.56381
-0.15001,37549.462,3.7574,1.3677,0.0,,5.4326,-0.56365
-0.15002,37609.462,3.7567,1.3702,,0.0,5.442,-0.56358
-0.15003,37669.462,3.7559,1.3727,0.0,,5.4514,-0.5635
-0.15003,37729.462,3.7549,1.3752,,0.0,5.4608,-0.56335
-0.15003,37789.462,3.7541,1.3777,0.0,,5.4702,-0.56323
-0.15002,37849.463,3.7533,1.3802,0.32908,3.0708,5.4796,-0.56307
-0.15001,37909.462,3.7526,1.3827,,,5.489,-0.56293
-0.15002,37969.462,3.7519,1.3852,0.0,0.0,5.4983,-0.56286
-0.15002,38029.464,3.7509,1.3877,,,5.5077,-0.56271
-0.15002,38089.462,3.75,1.3902,0.0,0.0,5.5171,-0.56258
-0.15002,38149.464,3.7492,1.3927,,,5.5265,-0.56245
-0.15003,38209.462,3.7486,1.3952,0.0,3.0587,5.5358,-0.5624
-0.15002,38269.462,3.7477,1.3977,,,5.5452,-0.56223
-0.15002,38329.465,3.7468,1.4002,0.0,0.0,5.5546,-0.56209
-0.15001,38389.462,3.7459,1.4027,,,5.564,-0.56192
-0.15002,38449.462,3.7453,1.4052,0.0,0.0,5.5733,-0.56187
-0.15002,38509.463,3.7445,1.4077,,,5.5827,-0.56175
-0.15002,38569.463,3.7437,1.4102,0.32613,2.9899,5.592,-0.56163
-0.15003,38629.462,3.7427,1.4127,,,5.6014,-0.56152
-0.15003,38689.463,3.7418,1.4152,0.0,0.0,5.6108,-0.56138
-0.15003,38749.463,3.741,1.4177,,,5.6201,-0.56126
-0.15002,38809.462,3.7404,1.4202,0.0,0.0,5.6295,-0.56113
-0.15002,38869.464,3.7395,1.4227,,,5.6388,-0.561
-0.15002,38929.463,3.7386,1.4252,0.0,3.0985,5.6482,-0.56086
-0.15002,38989.462,3.7377,1.4277,,,5.6575,-0.56073
-0.15002,39049.462,3.737,1.4302,0.0,0.0,5.6669,-0.56062
-0.15003,39109.464,3.7362,1.4327,,,5.6762,-0.56054
-0.15003,39169.462,3.7354,1.4352,0.0,0.0,5.6855,-0.56042
-0.15002,39229.462,3.7344,1.4377,,,5.6949,-0.56023
-0.15001,39289.464,3.7336,1.4402,0.32654,3.029,5.7042,-0.56008
-0.15001,39349.462,3.7329,1.4427,,,5.7136,-0.55997
-0.15002,39409.464,3.7321,1.4452,0.0,0.0,5.7229,-0.55989
-0.15002,39469.462,3.7312,1.4477,,,5.7322,-0.55975
-0.15002,39529.463,3.7302,1.4502,0.0,0.0,5.7415,-0.5596
-0.15002,39589.462,3.7294,1.4527,,,5.7509,-0.55948
-0.15002,39649.462,3.7287,1.4552,0.0,2.9827,5.7602,-0.55938
-0.15002,39709.462,3.7279,1.4577,,,5.7695,-0.55926
-0.15002,39769.462,3.7271,1.4602,0.0,0.0,5.7788,-0.55914
-0.15002,39829.464,3.7261,1.4627,,,5.7882,-0.55899
-0.15002,39889.463,3.7252,1.4652,0.0,0.0,5.7975,-0.55885
-0.15002,39949.462,3.7245,1.4677,,,5.8068,-0.55875
-0.15001,40009.462,3.7238,1.4702,0.33535,3.0201,5.8161,-0.55861
-0.15001,40069.463,3.723,1.4727,,,5.8254,-0.55849
-0.15002,40129.462,3.722,1.4752,0.0,0.0,5.8347,-0.55837
-0.15003,40189.464,3.7212,1.4777,,,5.844,-0.55829
-0.15002,40249.462,3.7203,1.4802,0.0,0.0,5.8533,-0.55812
-0.15002,40309.464,3.7196,1.4827,,,5.8626,-0.55801
-0.15002,40369.462,3.7189,1.4852,0.0,0.0,5.8719,-0.55791
-0.15001,40429.464,3.7179,1.4877,,3.0418,5.8812,-0.55772
-0.15003,40489.462,3.717,1.4902,0.0,,5.8905,-0.55766
-0.15002,40549.462,3.7162,1.4927,,0.0,5.8998,-0.5575
-0.15002,40609.463,3.7155,1.4952,0.0,,5.9091,-0.5574
-0.15002,40669.462,3.7147,1.4977,,0.0,5.9184,-0.55728
-0.15003,40729.464,3.7139,1.5002,0.32618,,5.9277,-0.5572
-0.15002,40789.464,3.7129,1.5027,,3.0426,5.937,-0.55701
-0.15002,40849.464,3.7121,1.5052,0.0,,5.9462,-0.55689
-0.15002,40909.462,3.7114,1.5077,,0.0,5.9555,-0.55678
-0.15002,40969.464,3.7106,1.5102,0.0,,5.9648,-0.55666
-0.15001,41029.463,3.7098,1.5127,,0.0,5.9741,-0.55651
-0.15002,41089.462,3.7088,1.5152,0.0,,5.9834,-0.55639
-0.15003,41149.462,3.708,1.5177,,3.083,5.9926,-0.55631
-0.15002,41209.463,3.7072,1.5202,0.0,,6.0019,-0.55615
-0.15002,41269.462,3.7064,1.5227,,0.0,6.0112,-0.55603
-0.15002,41329.463,3.7058,1.5252,0.0,,6.0204,-0.55594
-0.15001,41389.463,3.705,1.5277,,0.0,6.0297,-0.55579
-0.15002,41449.462,3.704,1.5302,0.0,,6.039,-0.55567
-0.15002,41509.462,3.7032,1.5327,0.32413,3.1208,6.0482,-0.55555
-0.15002,41569.464,3.7024,1.5352,,,6.0575,-0.55543
-0.15002,41629.462,3.7018,1.5377,0.0,0.0,6.0667,-0.55534
-0.15003,41689.462,3.701,1.5402,,,6.076,-0.55526
-0.15003,41749.462,3.7001,1.5427,0.0,0.0,6.0852,-0.55513
-0.15003,41809.462,3.6993,1.5452,,,6.0945,-0.55501
-0.15002,41869.463,3.6985,1.5477,0.0,3.1685,6.1037,-0.55485
-0.15002,41929.463,3.6979,1.5502,,,6.113,-0.55476
-0.15003,41989.462,3.6971,1.5527,0.0,0.0,6.1222,-0.55468
-0.15002,42049.464,3.6961,1.5552,,,6.1315,-0.55449
-0.15002,42109.462,3.6954,1.5577,0.0,0.0,6.1407,-0.55438
-0.15002,42169.463,3.6948,1.5602,,,6.15,-0.55429
-0.15002,42229.463,3.694,1.5627,0.31771,0.0,6.1592,-0.55417
-0.15002,42289.463,3.6932,1.5652,,3.2251,6.1684,-0.55405
-0.15002,42349.464,3.6923,1.5677,0.0,,6.1777,-0.55392
-0.15001,42409.464,3.6916,1.5702,,0.0,6.1869,-0.55378
-0.15002,42469.463,3.6909,1.5727,0.0,,6.1961,-0.55371
-0.15002,42529.462,3.6902,1.5752,,0.0,6.2053,-0.5536
-0.15003,42589.462,3.6895,1.5777,0.0,,6.2146,-0.55354
-0.15002,42649.462,3.6885,1.5802,,3.289,6.2238,-0.55335
-0.15002,42709.462,3.6878,1.5827,0.0,,6.233,-0.55324
-0.15002,42769.463,3.6872,1.5852,,0.0,6.2422,-0.55315
-0.15002,42829.462,3.6865,1.5877,0.0,,6.2515,-0.55305
-0.15002,42889.462,3.6856,1.5902,,0.0,6.2607,-0.55291
-0.15003,42949.462,3.6849,1.5927,0.0,,6.2699,-0.55285
-0.15002,43009.462,3.6841,1.5952,,0.0,6.2791,-0.55269
-0.15002,43069.462,3.6835,1.5977,0.29929,3.4015,6.2883,-0.5526
-0.15004,43129.463,3.6828,1.6002,,,6.2975,-0.55257
-0.15002,43189.464,3.6821,1.6027,0.0,0.0,6.3067,-0.55239
-0.15002,43249.464,3.6812,1.6052,,,6.3159,-0.55225
-0.15002,43309.463,3.6806,1.6077,0.0,0.0,6.3251,-0.55216
-0.15003,43369.462,3.68,1.6102,,,6.3343,-0.55211
-0.15002,43429.462,3.6792,1.6127,0.0,0.0,6.3435,-0.55195
-0.15002,43489.464,3.6784,1.6152,,3.4681,6.3527,-0.55183
-0.15002,43549.464,3.6777,1.6177,0.0,,6.3619,-0.55173
-0.15002,43609.464,3.677,1.6202,,0.0,6.3711,-0.55162
-0.15002,43669.464,3.6765,1.6227,0.0,,6.3803,-0.55155
-0.15001,43729.462,3.6757,1.6252,,0.0,6.3895,-0.55139
-0.15003,43789.463,3.6749,1.6277,0.0,,6.3987,-0.55135
-0.15003,43849.462,3.6742,1.6302,,0.0,6.4079,-0.55124
-0.15002,43909.464,3.6736,1.6327,0.28076,3.5203,6.4171,-0.55111
-0.15,43969.464,3.673,1.6352,,,6.4263,-0.55095
-0.15003,44029.462,3.6723,1.6377,0.0,0.0,6.4354,-0.55096
-0.15002,44089.462,3.6715,1.6402,,,6.4446,-0.5508
-0.15003,44149.463,3.6708,1.6427,0.0,0.0,6.4538,-0.55073
-0.15002,44209.464,3.6702,1.6452,,,6.463,-0.5506
-0.15001,44269.462,3.6697,1.6477,0.0,0.0,6.4722,-0.55049
-0.15002,44329.463,3.6689,1.6502,,,6.4813,-0.55041
-0.15002,44389.463,3.6681,1.6527,0.0,3.7305,6.4905,-0.55029
-0.15003,44449.462,3.6675,1.6552,,,6.4997,-0.55024
-0.15002,44509.464,3.667,1.6577,0.0,0.0,6.5088,-0.55012
-0.15002,44569.462,3.6663,1.6602,,,6.518,-0.55002
-0.15001,44629.463,3.6656,1.6627,0.0,0.0,6.5272,-0.54988
-0.15002,44689.465,3.6649,1.6652,,,6.5363,-0.54981
-0.15002,44749.462,3.6642,1.6677,0.0,0.0,6.5455,-0.5497
-0.15003,44809.463,3.6638,1.6702,0.26237,,6.5547,-0.54968
-0.15002,44869.462,3.6631,1.6727,,3.9434,6.5638,-0.54954
-0.15003,44929.462,3.6623,1.6752,0.0,,6.573,-0.54945
-0.15002,44989.463,3.6617,1.6777,,0.0,6.5821,-0.54933
-0.15003,45049.462,3.6611,1.6802,0.0,,6.5913,-0.54927
-0.15002,45109.464,3.6605,1.6827,,0.0,6.6004,-0.54915
-0.15003,45169.463,3.66,1.6852,0.0,,6.6096,-0.54911
-0.15002,45229.464,3.6593,1.6877,,0.0,6.6187,-0.54897
-0.15002,45289.462,3.6585,1.6902,0.0,,6.6279,-0.54885
-0.15003,45349.463,3.6579,1.6927,,3.9518,6.637,-0.54879
-0.15002,45409.462,3.6575,1.6952,0.0,,6.6462,-0.5487
-0.15004,45469.463,3.6569,1.6977,,0.0,6.6553,-0.54868
-0.15003,45529.465,3.6561,1.7002,0.0,,6.6645,-0.54852
-0.15003,45589.465,3.6555,1.7027,,0.0,6.6736,-0.54843
-0.15002,45649.464,3.6549,1.7052,0.0,,6.6828,-0.54831
-0.15001,45709.465,3.6543,1.7077,,0.0,6.6919,-0.54818
-0.15002,45769.464,3.6539,1.7102,0.24787,,6.701,-0.54816
-0.15002,45829.463,3.6533,1.7127,,4.1029,6.7102,-0.54807
-0.15001,45889.463,3.6526,1.7152,0.0,,6.7193,-0.54793
-0.15002,45949.462,3.6519,1.7177,,0.0,6.7284,-0.54786
-0.15003,46009.465,3.6513,1.7202,0.0,,6.7376,-0.5478
-0.15003,46069.463,3.6509,1.7227,,0.0,6.7467,-0.54774
-0.15001,46129.463,3.6503,1.7252,0.0,,6.7558,-0.54758
-0.15003,46189.464,3.6496,1.7277,,0.0,6.7649,-0.54755
-0.15002,46249.465,3.6489,1.7302,0.0,,6.7741,-0.54741
-0.15003,46309.463,3.6484,1.7327,,4.2304,6.7832,-0.54737
-0.15002,46369.463,3.648,1.7352,0.0,,6.7923,-0.54727
-0.15001,46429.462,3.6474,1.7377,,0.0,6.8014,-0.54715
-0.15003,46489.464,3.6466,1.7402,0.0,,6.8106,-0.5471
-0.15002,46549.463,3.6461,1.7427,,0.0,6.8197,-0.54699
-0.15003,46609.464,3.6455,1.7452,0.0,,6.8288,-0.54693
-0.15002,46669.464,3.6451,1.7477,,0.0,6.8379,-0.54684
-0.15002,46729.463,3.6445,1.7502,0.0,,6.847,-0.54675
-0.15002,46789.462,3.6438,1.7527,0.23403,0.0,6.8561,-0.54664
-0.15001,46849.462,3.6433,1.7552,,4.3716,6.8652,-0.54653
-0.15002,46909.463,3.6426,1.7577,0.0,,6.8743,-0.54646
-0.15002,46969.463,3.6423,1.7602,,0.0,6.8835,-0.54642
-0.15003,47029.463,3.6417,1.7627,0.0,,6.8926,-0.54636
-0.15003,47089.463,3.641,1.7652,,0.0,6.9017,-0.54626
-0.15002,47149.463,3.6404,1.7677,0.0,,6.9108,-0.54613
-0.15003,47209.463,3.6396,1.7702,,0.0,6.9199,-0.54605
-0.15003,47269.462,3.6395,1.7727,0.0,,6.929,-0.54603
-0.15001,47329.462,3.6389,1.7752,,0.0,6.9381,-0.54587
-0.15002,47389.463,3.6382,1.7777,0.0,4.4874,6.9472,-0.5458
-0.15002,47449.463,3.6377,1.7802,,,6.9563,-0.54573
-0.15001,47509.463,3.6371,1.7827,0.0,0.0,6.9654,-0.5456
-0.15003,47569.462,3.6367,1.7852,,,6.9745,-0.54561
-0.15003,47629.463,3.6362,1.7877,,0.0,6.9835,-0.54554
-0.15002,47689.462,3.6355,1.7902,0.0,,6.9926,-0.5454
-0.15001,47749.463,3.6349,1.7927,,0.0,7.0017,-0.54527
-0.15002,47809.463,3.6344,1.7952,0.0,,7.0108,-0.54523
-0.15002,47869.462,3.634,1.7977,0.2221,0.0,7.0199,-0.54517
-0.15002,47929.462,3.6334,1.8002,,4.5474,7.029,-0.54508
-0.15003,47989.464,3.6327,1.8027,0.0,,7.0381,-0.54501
-0.15001,48049.464,3.6322,1.8052,,0.0,7.0472,-0.54487
-0.15003,48109.463,3.6317,1.8077,0.0,,7.0562,-0.54486
-0.15001,48169.464,3.6313,1.8102,,0.0,7.0653,-0.54473
-0.15002,48229.464,3.6308,1.8127,0.0,,7.0744,-0.54469
-0.15002,48289.463,3.6301,1.8152,,0.0,7.0835,-0.54459
-0.15002,48349.464,3.6295,1.8177,,,7.0925,-0.5445
-0.15002,48409.463,3.629,1.8202,0.0,0.0,7.1016,-0.54442
-0.15002,48469.463,3.6286,1.8227,,4.4847,7.1107,-0.54436
-0.15002,48529.463,3.6281,1.8252,0.0,,7.1198,-0.54429
-0.15002,48589.462,3.6274,1.8277,,0.0,7.1288,-0.54418
-0.15002,48649.464,3.6268,1.8302,0.0,,7.1379,-0.54409
-0.15002,48709.462,3.6263,1.8327,,0.0,7.147,-0.54402
-0.15001,48769.463,3.6259,1.8352,0.0,,7.156,-0.54392
-0.15003,48829.463,3.6254,1.8377,,0.0,7.1651,-0.54392
-0.15001,48889.462,3.6247,1.8402,0.0,,7.1742,-0.54374
-0.15002,48949.463,3.6242,1.8427,,0.0,7.1832,-0.5437
-0.15002,49009.463,3.6238,1.8452,0.21321,,7.1923,-0.54364
-0.15002,49069.462,3.6233,1.8477,,4.8148,7.2014,-0.54357
-0.15001,49129.464,3.6227,1.8502,0.0,,7.2104,-0.54344
-0.15002,49189.465,3.6221,1.8527,,0.0,7.2195,-0.54339
-0.15003,49249.463,3.6215,1.8552,0.0,,7.2285,-0.54333
-0.15002,49309.462,3.6211,1.8577,,0.0,7.2376,-0.54324
-0.15002,49369.462,3.6206,1.8602,0.0,,7.2466,-0.54316
-0.15003,49429.462,3.62,1.8627,,0.0,7.2557,-0.54311
-0.15002,49489.463,3.6194,1.8652,0.0,,7.2647,-0.54298
-0.15003,49549.463,3.6188,1.8677,,0.0,7.2738,-0.54293
-0.15001,49609.462,3.6185,1.8703,0.0,4.6723,7.2828,-0.54281
-0.15002,49669.462,3.618,1.8728,,,7.2919,-0.54277
-0.15003,49729.464,3.6175,1.8753,0.0,0.0,7.3009,-0.54273
-0.15002,49789.462,3.6168,1.8778,,,7.31,-0.54259
-0.15003,49849.462,3.6162,1.8803,0.0,0.0,7.319,-0.54254
-0.15003,49909.463,3.6157,1.8828,,,7.3281,-0.54246
-0.15002,49969.464,3.6153,1.8853,0.0,0.0,7.3371,-0.54237
-0.15001,50029.464,3.6148,1.8878,,,7.3461,-0.54226
-0.15002,50089.462,3.6141,1.8903,0.0,0.0,7.3552,-0.54219
-0.15002,50149.462,3.6135,1.8928,0.21263,,7.3642,-0.5421
-0.15002,50209.462,3.6131,1.8953,,4.7002,7.3732,-0.54204
-0.15002,50269.463,3.6126,1.8978,0.0,,7.3823,-0.54196
-0.15003,50329.462,3.6121,1.9003,,0.0,7.3913,-0.54192
-0.15001,50389.463,3.6114,1.9028,0.0,,7.4003,-0.54175
-0.15002,50449.462,3.6108,1.9053,,0.0,7.4094,-0.54169
-0.15002,50509.464,3.6103,1.9078,0.0,,7.4184,-0.54162
-0.15,50569.463,3.61,1.9103,,0.0,7.4274,-0.5415
-0.15002,50629.464,3.6094,1.9128,0.0,,7.4364,-0.54148
-0.15002,50689.463,3.6087,1.9153,,0.0,7.4455,-0.54138
-0.15002,50749.462,3.6082,1.9178,0.0,4.7155,7.4545,-0.5413
-0.15002,50809.463,3.6076,1.9203,,,7.4635,-0.54121
-0.15003,50869.465,3.6072,1.9228,0.0,0.0,7.4725,-0.54119
-0.15002,50929.463,3.6067,1.9253,,,7.4815,-0.54108
-0.15002,50989.463,3.606,1.9278,0.0,0.0,7.4906,-0.54097
-0.15001,51049.464,3.6055,1.9303,,,7.4996,-0.54086
-0.15003,51109.463,3.6049,1.9328,0.0,0.0,7.5086,-0.54084
-0.15002,51169.462,3.6043,1.9353,,,7.5176,-0.54072
-0.15002,51229.462,3.6039,1.9378,0.219,0.0,7.5266,-0.54066
-0.15002,51289.463,3.6034,1.9403,,4.5594,7.5356,-0.54058
-0.15002,51349.463,3.6027,1.9428,0.0,,7.5446,-0.54048
-0.15002,51409.462,3.6021,1.9453,,0.0,7.5536,-0.54039
-0.15003,51469.464,3.6015,1.9478,0.0,,7.5626,-0.54033
-0.15002,51529.463,3.6011,1.9503,,0.0,7.5717,-0.54024
-0.15002,51589.464,3.6006,1.9528,0.0,,7.5807,-0.54016
-0.15002,51649.462,3.5998,1.9553,,0.0,7.5897,-0.54004
-0.15003,51709.462,3.5992,1.9578,0.0,,7.5987,-0.53999
-0.15002,51769.463,3.5988,1.9603,,0.0,7.6077,-0.53989
-0.15002,51829.462,3.5983,1.9628,0.0,4.4405,7.6167,-0.53982
-0.15001,51889.463,3.5977,1.9653,,,7.6257,-0.53969
-0.15002,51949.462,3.597,1.9678,0.0,0.0,7.6346,-0.53962
-0.15003,52009.462,3.5964,1.9703,,,7.6436,-0.53957
-0.15002,52069.465,3.5959,1.9728,,0.0,7.6526,-0.53946
-0.15003,52129.462,3.5954,1.9753,0.0,,7.6616,-0.53942
-0.15002,52189.463,3.5948,1.9778,,0.0,7.6706,-0.53929
-0.15001,52249.464,3.5941,1.9803,0.0,,7.6796,-0.53915
-0.15002,52309.462,3.5934,1.9828,0.22807,0.0,7.6886,-0.53908
-0.15002,52369.462,3.5929,1.9853,,4.2694,7.6976,-0.53901
-0.15002,52429.464,3.5925,1.9878,0.0,,7.7066,-0.53895
-0.15002,52489.464,3.5919,1.9903,,0.0,7.7155,-0.53886
-0.15001,52549.462,3.5911,1.9928,0.0,,7.7245,-0.5387
-0.15002,52609.463,3.5905,1.9953,,0.0,7.7335,-0.53865
-0.15002,52669.465,3.5899,1.9978,0.0,,7.7425,-0.53856
-0.15002,52729.464,3.5895,2.0003,,0.0,7.7514,-0.5385
-0.15002,52789.462,3.5888,2.0028,0.0,,7.7604,-0.53839
-0.15003,52849.465,3.5881,2.0053,,4.1984,7.7694,-0.53832
-0.15002,52909.464,3.5874,2.0078,0.0,,7.7784,-0.53818
-0.15003,52969.464,3.587,2.0103,,0.0,7.7873,-0.53816
-0.15002,53029.464,3.5864,2.0128,0.0,,7.7963,-0.53803
-0.15002,53089.462,3.5857,2.0153,,0.0,7.8053,-0.53793
-0.15002,53149.463,3.5849,2.0178,0.0,,7.8142,-0.53781
-0.15002,53209.463,3.5844,2.0203,,0.0,7.8232,-0.53773
-0.15002,53269.463,3.5837,2.0228,0.24194,,7.8322,-0.53763
-0.15002,53329.464,3.5833,2.0253,,4.0177,7.8411,-0.53757
-0.15003,53389.462,3.5826,2.0278,,,7.8501,-0.5375
-0.15,53449.462,3.5819,2.0303,0.0,0.0,7.859,-0.53729
-0.15002,53509.463,3.5812,2.0328,,,7.868,-0.53725
-0.15002,53569.462,3.5806,2.0353,0.0,0.0,7.8769,-0.53716
-0.15001,53629.462,3.5801,2.0378,,,7.8859,-0.53705
-0.15002,53689.463,3.5794,2.0403,0.0,0.0,7.8948,-0.53698
-0.15001,53749.462,3.5787,2.0428,,,7.9038,-0.53684
-0.15003,53809.463,3.578,2.0453,0.0,3.9673,7.9127,-0.53681
-0.15002,53869.464,3.5774,2.0478,,,7.9217,-0.53668
-0.15002,53929.463,3.5769,2.0503,0.0,0.0,7.9306,-0.53661
-0.15002,53989.463,3.5762,2.0528,,,7.9396,-0.5365
-0.15002,54049.466,3.5756,2.0553,0.0,0.0,7.9485,-0.53641
-0.15002,54109.464,3.5748,2.0578,,,7.9574,-0.53629
-0.15001,54169.462,3.5741,2.0603,0.0,0.0,7.9664,-0.53615
-0.15002,54229.462,3.5737,2.0628,0.25515,,7.9753,-0.53613
-0.15001,54289.463,3.573,2.0653,,3.8527,7.9843,-0.53599
-0.15002,54349.463,3.5723,2.0678,0.0,,7.9932,-0.53592
-0.15001,54409.463,3.5715,2.0703,,0.0,8.0021,-0.53576
-0.15002,54469.462,3.5708,2.0728,0.0,,8.011,-0.53569
-0.15001,54529.463,3.5704,2.0753,,0.0,8.02,-0.5356
-0.15002,54589.462,3.5697,2.0778,0.0,,8.0289,-0.53553
-0.15004,54649.465,3.5689,2.0803,,0.0,8.0378,-0.53548
-0.15002,54709.463,3.5682,2.0828,0.0,3.7794,8.0467,-0.5353
-0.15003,54769.464,3.5675,2.0853,,,8.0557,-0.53523
-0.15002,54829.462,3.567,2.0878,0.0,0.0,8.0646,-0.53512
-0.15003,54889.462,3.5663,2.0903,,,8.0735,-0.53505
-0.15002,54949.463,3.5654,2.0928,0.0,0.0,8.0824,-0.53488
-0.15002,55009.465,3.5648,2.0953,,,8.0913,-0.53479
-0.15002,55069.463,3.5641,2.0978,0.0,0.0,8.1002,-0.53469
-0.15003,55129.464,3.5636,2.1003,0.26908,3.5494,8.1092,-0.53465
-0.15002,55189.462,3.5629,2.1028,,,8.1181,-0.53451
-0.15002,55249.462,3.562,2.1053,0.0,0.0,8.127,-0.53437
-0.15002,55309.462,3.5613,2.1078,,,8.1359,-0.53427
-0.15001,55369.463,3.5606,2.1103,0.0,0.0,8.1448,-0.53413
-0.15003,55429.464,3.5601,2.1128,,,8.1537,-0.53412
-0.15001,55489.462,3.5593,2.1153,0.0,0.0,8.1626,-0.53393
-0.15003,55549.464,3.5586,2.1178,,,8.1715,-0.5339
-0.15001,55609.462,3.5578,2.1203,0.0,3.6172,8.1804,-0.53371
-0.15001,55669.462,3.5571,2.1228,,,8.1893,-0.5336
-0.15002,55729.462,3.5565,2.1253,0.0,0.0,8.1982,-0.53355
-0.15001,55789.462,3.5558,2.1278,,,8.2071,-0.53341
-0.15001,55849.463,3.5551,2.1303,0.0,0.0,8.216,-0.5333
-0.15002,55909.464,3.5542,2.1328,,,8.2248,-0.5332
-0.15002,55969.464,3.5535,2.1353,0.28514,0.0,8.2337,-0.5331
-0.15001,56029.462,3.5528,2.1378,,3.5091,8.2426,-0.53296
-0.15003,56089.462,3.5521,2.1403,0.0,,8.2515,-0.53292
-0.15002,56149.464,3.5514,2.1428,,0.0,8.2604,-0.53278
-0.15001,56209.464,3.5506,2.1453,0.0,,8.2693,-0.53263
-0.15002,56269.463,3.5498,2.1478,,0.0,8.2781,-0.53254
-0.15002,56329.462,3.5491,2.1503,0.0,,8.287,-0.53244
-0.15002,56389.464,3.5484,2.1528,,3.3672,8.2959,-0.53233
-0.15002,56449.462,3.5476,2.1553,0.0,,8.3047,-0.53221
-0.15002,56509.464,3.5467,2.1578,,0.0,8.3136,-0.53208
-0.15003,56569.463,3.546,2.1603,0.0,,8.3225,-0.53201
-0.15002,56629.463,3.5453,2.1628,,0.0,8.3313,-0.53187
-0.15002,56689.464,3.5446,2.1653,0.0,,8.3402,-0.53176
-0.15003,56749.465,3.5438,2.1678,0.30092,0.0,8.3491,-0.53168
-0.15001,56809.462,3.5429,2.1703,,3.2691,8.3579,-0.53147
-0.15002,56869.463,3.5421,2.1728,0.0,,8.3668,-0.53139
-0.15003,56929.462,3.5414,2.1753,,0.0,8.3756,-0.53132
-0.15002,56989.462,3.5407,2.1778,0.0,,8.3845,-0.53118
-0.15003,57049.462,3.5399,2.1803,,0.0,8.3934,-0.53109
-0.15001,57109.464,3.5389,2.1828,0.0,,8.4022,-0.53087
-0.15003,57169.462,3.5382,2.1853,,3.2238,8.411,-0.53084
-0.15002,57229.462,3.5376,2.1878,0.0,,8.4199,-0.53071
-0.15002,57289.462,3.5368,2.1903,,0.0,8.4287,-0.53059
-0.15001,57349.464,3.536,2.1928,0.0,,8.4376,-0.53044
-0.15003,57409.463,3.535,2.1953,,0.0,8.4464,-0.53036
-0.15003,57469.463,3.5343,2.1978,0.0,,8.4553,-0.53025
-0.15002,57529.464,3.5334,2.2003,0.31116,0.0,8.4641,-0.53008
-0.15002,57589.463,3.5328,2.2028,,3.053,8.4729,-0.52999
-0.15001,57649.463,3.532,2.2053,0.0,,8.4818,-0.52984
-0.15002,57709.462,3.5311,2.2078,,0.0,8.4906,-0.52974
-0.15003,57769.464,3.5303,2.2103,0.0,,8.4994,-0.52965
-0.15002,57829.462,3.5295,2.2128,,0.0,8.5082,-0.5295
-0.15002,57889.462,3.5288,2.2153,0.0,,8.5171,-0.52939
-0.15003,57949.463,3.528,2.2178,,3.2605,8.5259,-0.52931
-0.15002,58009.465,3.5271,2.2203,0.0,,8.5347,-0.52914
-0.15002,58069.465,3.5263,2.2228,,0.0,8.5435,-0.52902
-0.15002,58129.462,3.5256,2.2253,0.0,,8.5523,-0.52891
-0.15002,58189.465,3.5249,2.2278,,0.0,8.5612,-0.52881
-0.15002,58249.462,3.5241,2.2303,0.0,,8.57,-0.52869
-0.15,58309.464,3.5231,2.2328,0.3194,3.139,8.5788,-0.52847
-0.15001,58369.462,3.5224,2.2353,,,8.5876,-0.5284
-0.15001,58429.464,3.5216,2.2378,0.0,0.0,8.5964,-0.52828
-0.15002,58489.462,3.5209,2.2403,,,8.6052,-0.52821
-0.15002,58549.464,3.5201,2.2428,0.0,0.0,8.614,-0.52809
-0.15002,58609.462,3.5192,2.2453,,,8.6228,-0.52795
-0.15002,58669.463,3.5184,2.2478,0.0,3.071,8.6316,-0.52783
-0.15002,58729.463,3.5176,2.2503,,,8.6404,-0.52771
-0.15001,58789.462,3.5169,2.2528,0.0,,8.6492,-0.52757
-0.15003,58849.463,3.5161,2.2553,,0.0,8.658,-0.52752
-0.15002,58909.462,3.5152,2.2578,0.0,,8.6668,-0.52735
-0.15001,58969.462,3.5144,2.2603,,0.0,8.6756,-0.5272
-0.15002,59029.463,3.5136,2.2628,0.31704,,8.6843,-0.52711
-0.15001,59089.463,3.5129,2.2653,,3.2072,8.6931,-0.52697
