Current(A),Test_Time(s),Voltage(V),Charge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Charge_Energy(Wh),Power(W)
0.14998,124274.422,3.941,1.9892,0.0,,7.2259,0.59107
0.14997,124334.423,3.9416,1.9917,,0.0,7.2358,0.59112
0.14998,124394.422,3.9422,1.9942,0.0,,7.2456,0.59125
0.14999,124454.423,3.9428,1.9967,,0.0,7.2555,0.59138
0.14997,124514.423,3.9436,1.9992,0.0,3.6856,7.2653,0.59142
0.14998,124574.422,3.9444,2.0017,,,7.2752,0.59158
0.14999,124634.423,3.9451,2.0042,0.0,0.0,7.2851,0.59173
0.14997,124694.423,3.9456,2.0067,,,7.2949,0.59172
0.14998,124754.422,3.9463,2.0092,0.0,0.0,7.3048,0.59187
0.14999,124814.422,3.9473,2.0117,,,7.3146,0.59206
0.14999,124874.422,3.948,2.0142,0.27543,0.0,7.3245,0.59216
0.14998,124934.423,3.9487,2.0167,,3.5021,7.3344,0.59223
0.14996,124994.423,3.9493,2.0192,0.0,,7.3442,0.59224
0.14997,125054.423,3.95,2.0217,,0.0,7.3541,0.59238
0.14999,125114.422,3.9508,2.0242,0.0,,7.364,0.59258
0.14997,125174.422,3.9517,2.0267,,0.0,7.3739,0.59264
0.14998,125234.422,3.9525,2.0292,0.0,,7.3837,0.5928
0.14998,125294.423,3.9531,2.0317,,0.0,7.3936,0.59289
0.14998,125354.422,3.9539,2.0342,,3.3049,7.4035,0.59301
0.14998,125414.423,3.9547,2.0367,0.0,,7.4134,0.59313
0.14998,125474.422,3.9556,2.0392,,0.0,7.4233,0.59326
0.14998,125534.422,3.9564,2.0417,0.0,,7.4331,0.59338
0.14998,125594.422,3.957,2.0442,,0.0,7.443,0.59347
0.14998,125654.422,3.9579,2.0467,0.30901,,7.4529,0.59361
0.14998,125714.423,3.9587,2.0492,,3.1288,7.4628,0.59373
0.14999,125774.422,3.9597,2.0517,0.0,,7.4727,0.59392
0.14998,125834.422,3.9604,2.0542,,0.0,7.4826,0.59398
0.14998,125894.422,3.9612,2.0567,0.0,,7.4925,0.5941
0.14998,125954.422,3.962,2.0592,,0.0,7.5024,0.59422
0.14997,126014.422,3.963,2.0617,0.0,,7.5123,0.59433
0.14999,126074.422,3.9639,2.0642,,2.9893,7.5222,0.59455
0.15,126134.422,3.9645,2.0667,0.0,,7.5321,0.59468
0.14998,126194.422,3.9654,2.0692,,0.0,7.542,0.59473
0.14998,126254.422,3.9663,2.0717,0.0,,7.5519,0.59487
0.14997,126314.422,3.9674,2.0742,,0.0,7.5618,0.59499
0.14998,126374.422,3.9683,2.0767,0.34061,,7.5718,0.59517
0.14998,126434.423,3.9689,2.0792,,2.8541,7.5817,0.59526
0.14997,126494.423,3.9698,2.0817,0.0,,7.5916,0.59535
0.14998,126554.422,3.9707,2.0842,,0.0,7.6015,0.59553
0.14998,126614.422,3.9718,2.0867,0.0,,7.6114,0.59569
0.14998,126674.422,3.9728,2.0892,,0.0,7.6214,0.59584
0.14997,126734.423,3.9737,2.0916,0.0,2.7344,7.6313,0.59594
0.14998,126794.422,3.9745,2.0941,,,7.6412,0.5961
0.14999,126854.422,3.9754,2.0966,0.0,0.0,7.6512,0.59627
0.14998,126914.422,3.9763,2.0991,,,7.6611,0.59637
0.15,126974.422,3.9775,2.1016,0.0,0.0,7.671,0.59663
0.14998,127034.422,3.9784,2.1041,0.36906,,7.681,0.59668
0.14998,127094.423,3.9792,2.1066,,2.6558,7.6909,0.5968
0.14998,127154.422,3.9802,2.1091,0.0,,7.7009,0.59695
0.14998,127214.423,3.9812,2.1116,,0.0,7.7108,0.5971
0.14998,127274.422,3.9823,2.1141,0.0,,7.7208,0.59727
0.14999,127334.422,3.9833,2.1166,,0.0,7.7307,0.59746
0.14998,127394.422,3.9841,2.1191,0.0,2.5658,7.7407,0.59754
0.14997,127454.422,3.9851,2.1216,,,7.7506,0.59765
0.14998,127514.422,3.9863,2.1241,0.0,0.0,7.7606,0.59787
0.14998,127574.422,3.9873,2.1266,,,7.7706,0.59802
0.14998,127634.422,3.9882,2.1291,0.39474,0.0,7.7805,0.59815
0.14998,127694.422,3.9892,2.1316,,2.4781,7.7905,0.5983
0.14998,127754.422,3.9902,2.1341,0.0,,7.8005,0.59845
0.14998,127814.423,3.9914,2.1366,,0.0,7.8104,0.59863
0.14999,127874.422,3.9925,2.1391,0.0,,7.8204,0.59884
0.14998,127934.422,3.9934,2.1416,,0.0,7.8304,0.59893
0.14998,127994.422,3.9943,2.1441,0.0,2.4282,7.8404,0.59907
0.14998,128054.422,3.9954,2.1466,,,7.8504,0.59923
0.14998,128114.422,3.9966,2.1491,0.0,0.0,7.8603,0.59941
0.14999,128174.423,3.9977,2.1516,,,7.8703,0.59962
0.14998,128234.423,3.9985,2.1541,0.41494,2.3632,7.8803,0.5997
0.14998,128294.422,3.9996,2.1566,,,7.8903,0.59986
0.14997,128354.422,4.0007,2.1591,0.0,0.0,7.9003,0.59998
0.14998,128414.422,4.0019,2.1616,,,7.9103,0.6002
0.14997,128474.422,4.003,2.1641,0.0,0.0,7.9203,0.60033
0.14998,128534.422,4.0039,2.1666,,2.3463,7.9303,0.6005
0.14998,128594.422,4.0049,2.1691,0.0,,7.9403,0.60065
0.14998,128654.422,4.0062,2.1716,,0.0,7.9503,0.60085
0.14998,128714.423,4.0073,2.1741,0.0,,7.9603,0.60101
0.14998,128774.422,4.0083,2.1766,0.42855,0.0,7.9704,0.60116
0.14999,128834.422,4.0092,2.1791,,2.3229,7.9804,0.60134
0.14998,128894.422,4.0104,2.1816,0.0,,7.9904,0.60148
0.14998,128954.422,4.0116,2.1841,,0.0,8.0004,0.60166
0.14999,129014.422,4.0127,2.1866,0.0,,8.0104,0.60186
0.14998,129074.422,4.0137,2.1891,,2.314,8.0205,0.60197
0.14998,129134.422,4.0147,2.1916,0.0,,8.0305,0.60212
0.14998,129194.423,4.0158,2.1941,,0.0,8.0405,0.60229
0.14998,129254.422,4.0169,2.1966,0.0,,8.0506,0.60245
0.14999,129314.422,4.0181,2.1991,0.43234,0.0,8.0606,0.60267
0.14998,129374.423,4.0192,2.2016,,2.3236,8.0707,0.6028
0.14998,129434.423,4.0201,2.2041,0.0,,8.0807,0.60293
0.14998,129494.422,4.0212,2.2066,,0.0,8.0908,0.6031
0.14998,129554.422,4.0222,2.2091,0.0,,8.1008,0.60325
0.14998,129614.422,4.0235,2.2116,,0.0,8.1109,0.60344
0.14999,129674.422,4.0246,2.2141,0.0,2.3166,8.1209,0.60365
0.14998,129734.422,4.0255,2.2166,,,8.131,0.60374
0.14998,129794.423,4.0265,2.2191,0.0,0.0,8.141,0.60389
0.14998,129854.422,4.0275,2.2216,,,8.1511,0.60404
0.14998,129914.422,4.0288,2.2241,0.42934,2.3488,8.1612,0.60424
0.14999,129974.423,4.0298,2.2266,,,8.1712,0.60443
0.14999,130034.423,4.0307,2.2291,0.0,0.0,8.1813,0.60456
0.14998,130094.422,4.0318,2.2316,,,8.1914,0.60469
0.14998,130154.423,4.0329,2.2341,0.0,0.0,8.2015,0.60485
0.14997,130214.422,4.034,2.2366,,2.3879,8.2115,0.60498
0.14998,130274.423,4.035,2.2391,0.0,,8.2216,0.60517
0.14999,130334.422,4.0359,2.2416,,0.0,8.2317,0.60534
0.14999,130394.422,4.0369,2.2441,0.0,,8.2418,0.60549
0.14999,130454.422,4.0381,2.2466,0.41585,0.0,8.2519,0.60567
0.14998,130514.422,4.0392,2.2491,,2.4199,8.262,0.6058
0.14998,130574.422,4.04,2.2516,0.0,,8.2721,0.60592
0.14998,130634.422,4.041,2.2541,,0.0,8.2822,0.60607
0.14998,130694.422,4.042,2.2566,0.0,,8.2923,0.60622
0.14998,130754.422,4.0432,2.2591,,0.0,8.3024,0.6064
0.14999,130814.422,4.0442,2.2616,0.0,2.4953,8.3125,0.60659
0.14997,130874.422,4.045,2.2641,,,8.3226,0.60663
0.14999,130934.423,4.0459,2.2666,0.0,0.0,8.3327,0.60684
0.14998,130994.422,4.047,2.2691,,,8.3428,0.60697
0.14998,131054.422,4.048,2.2716,0.39713,0.0,8.3529,0.60712
0.14998,131114.422,4.0489,2.2741,,2.5747,8.363,0.60725
0.14997,131174.422,4.0498,2.2766,0.0,,8.3732,0.60735
0.14998,131234.422,4.0507,2.2791,,0.0,8.3833,0.60752
0.14997,131294.423,4.0519,2.2816,0.0,,8.3934,0.60766
0.14998,131354.422,4.0528,2.2841,,0.0,8.4035,0.60784
0.14997,131414.423,4.0536,2.2866,0.0,2.6492,8.4137,0.60792
0.14998,131474.422,4.0544,2.2891,,,8.4238,0.60808
0.14998,131534.422,4.0554,2.2916,0.0,0.0,8.4339,0.60823
0.14998,131594.423,4.0565,2.2941,,,8.4441,0.60839
0.14998,131654.422,4.0573,2.2966,,0.0,8.4542,0.60851
0.14998,131714.423,4.0581,2.2991,0.37102,,8.4643,0.60863
0.14999,131774.423,4.059,2.3016,,2.7486,8.4745,0.60881
0.14998,131834.423,4.0599,2.3041,0.0,,8.4846,0.6089
0.14999,131894.422,4.0609,2.3066,,0.0,8.4948,0.60909
0.14997,131954.422,4.0618,2.3091,0.0,,8.5049,0.60915
0.14999,132014.422,4.0624,2.3116,,0.0,8.5151,0.60932
0.14998,132074.422,4.0633,2.3141,0.0,,8.5252,0.60941
0.14998,132134.422,4.0642,2.3166,,2.9099,8.5354,0.60955
0.14998,132194.422,4.0651,2.3191,0.0,,8.5455,0.60968
0.14999,132254.423,4.0658,2.3216,,0.0,8.5557,0.60983
0.14998,132314.423,4.0665,2.3241,0.0,,8.5659,0.60989
0.14999,132374.423,4.0673,2.3266,,0.0,8.576,0.61005
0.14999,132434.422,4.0683,2.3291,0.33626,,8.5862,0.6102
0.14999,132494.422,4.069,2.3316,,3.1144,8.5963,0.61031
0.14997,132554.422,4.0696,2.3341,0.0,,8.6065,0.61032
0.14998,132614.422,4.0704,2.3366,,0.0,8.6167,0.61048
0.14998,132674.423,4.0711,2.3391,0.0,,8.6269,0.61058
0.14998,132734.423,4.072,2.3416,,0.0,8.637,0.61072
0.14998,132794.422,4.0726,2.344,0.0,,8.6472,0.61081
0.14998,132854.422,4.0732,2.3465,,0.0,8.6574,0.6109
0.14998,132914.422,4.0738,2.349,0.0,3.4797,8.6676,0.61099
0.14999,132974.422,4.0747,2.3515,,,8.6778,0.61116
0.14998,133034.423,4.0753,2.354,0.0,0.0,8.6879,0.61121
0.14998,133094.423,4.0759,2.3565,,,8.6981,0.6113
0.14999,133154.422,4.0763,2.359,0.0,0.0,8.7083,0.6114
0.14997,133214.422,4.0769,2.3615,,,8.7185,0.61141
0.14998,133274.422,4.0775,2.364,0.0,0.0,8.7287,0.61154
0.14998,133334.422,4.0782,2.3665,0.26543,,8.7389,0.61165
0.14998,133394.423,4.0786,2.369,,0.0,8.7491,0.61171
0.14998,133454.422,4.079,2.3715,0.0,4.2693,8.7593,0.61177
0.14998,133514.423,4.0794,2.374,,,8.7695,0.61183
0.14998,133574.422,4.0798,2.3765,0.0,0.0,8.7796,0.61189
0.14998,133634.422,4.0805,2.379,,,8.7898,0.61199
0.14998,133694.422,4.0809,2.3815,0.0,0.0,8.8,0.61205
0.14998,133754.423,4.0812,2.384,,,8.8102,0.6121
0.14999,133814.422,4.0814,2.3865,0.0,0.0,8.8204,0.61217
0.14998,133874.422,4.0818,2.389,,,8.8306,0.61219
0.14997,133934.423,4.0823,2.3915,0.0,0.0,8.8408,0.61222
0.14999,133994.422,4.0826,2.394,,,8.851,0.61235
0.14998,134054.422,4.0827,2.3965,0.0,0.0,8.8612,0.61232
0.14999,134114.422,4.0829,2.399,,,8.8714,0.61239
0.14998,134174.423,4.0832,2.4015,0.0,0.0,8.8817,0.6124
0.14996,134234.422,4.0837,2.404,,6.8792,8.8919,0.61239
0.14998,134294.422,4.084,2.4065,0.0,,8.9021,0.61252
