Current(A),Test_Time(s),Voltage(V),Charge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Charge_Energy(Wh),Power(W)
0.14997,123406.489,3.9808,2.0294,,0.0,7.4236,0.597
0.14998,123466.487,3.9819,2.0319,0.0,2.6075,7.4336,0.59721
0.14997,123526.487,3.983,2.0344,,,7.4435,0.59733
0.14998,123586.487,3.984,2.0369,0.0,0.0,7.4535,0.59752
0.14997,123646.488,3.9848,2.0394,,,7.4634,0.5976
0.14997,123706.488,3.9858,2.0419,0.0,0.0,7.4734,0.59775
0.14997,123766.488,3.9869,2.0444,0.38792,2.5208,7.4834,0.59792
0.14997,123826.489,3.988,2.0469,,,7.4933,0.59808
0.14998,123886.487,3.989,2.0494,0.0,0.0,7.5033,0.59827
0.14998,123946.488,3.9898,2.0519,,,7.5133,0.59839
0.14998,124006.489,3.9909,2.0544,0.0,0.0,7.5232,0.59856
0.14998,124066.487,3.9921,2.0569,,2.4466,7.5332,0.59874
0.14998,124126.488,3.9931,2.0594,0.0,,7.5432,0.59889
0.14997,124186.487,3.9941,2.0618,,0.0,7.5532,0.599
0.14998,124246.487,3.995,2.0643,0.0,,7.5632,0.59917
0.14997,124306.486,3.9961,2.0668,0.41103,0.0,7.5731,0.5993
0.14997,124366.486,3.9973,2.0693,,2.4085,7.5831,0.59948
0.14999,124426.489,3.9984,2.0718,0.0,,7.5931,0.59972
0.14997,124486.487,3.9994,2.0743,,0.0,7.6031,0.59979
0.14997,124546.486,4.0004,2.0768,0.0,,7.6131,0.59994
0.14998,124606.488,4.0014,2.0793,,0.0,7.6231,0.60013
0.14998,124666.488,4.0026,2.0818,0.0,2.3528,7.6331,0.60031
0.14998,124726.487,4.0038,2.0843,,,7.6431,0.60049
0.14997,124786.489,4.0048,2.0868,0.0,0.0,7.6531,0.6006
0.14999,124846.488,4.0057,2.0893,,,7.6631,0.60081
0.14997,124906.488,4.0067,2.0918,0.42678,2.328,7.6731,0.60088
0.14998,124966.488,4.0078,2.0943,,,7.6832,0.60109
0.14998,125026.486,4.0091,2.0968,0.0,0.0,7.6932,0.60128
0.14998,125086.487,4.0102,2.0993,,,7.7032,0.60145
0.14998,125146.486,4.0111,2.1018,0.0,0.0,7.7132,0.60158
0.14998,125206.488,4.0122,2.1043,,2.2969,7.7233,0.60175
0.14997,125266.487,4.0134,2.1068,0.0,,7.7333,0.60189
0.14998,125326.487,4.0146,2.1093,,0.0,7.7433,0.60211
0.14997,125386.487,4.0156,2.1118,0.0,,7.7533,0.60222
0.14997,125446.486,4.0165,2.1143,0.43547,0.0,7.7634,0.60235
0.14998,125506.488,4.0176,2.1168,,2.2863,7.7734,0.60256
0.14996,125566.487,4.0188,2.1193,0.0,,7.7835,0.60266
0.14997,125626.488,4.0199,2.1218,,0.0,7.7935,0.60286
0.14997,125686.488,4.0211,2.1243,0.0,,7.8036,0.60304
0.14997,125746.487,4.0222,2.1268,,2.285,7.8136,0.60321
0.14998,125806.486,4.0231,2.1293,0.0,,7.8237,0.60338
0.14998,125866.487,4.0243,2.1318,,0.0,7.8337,0.60356
0.14998,125926.489,4.0253,2.1343,0.0,,7.8438,0.60371
0.14998,125986.488,4.0265,2.1368,0.43702,0.0,7.8538,0.60389
0.14997,126046.488,4.0276,2.1393,,2.3018,7.8639,0.60402
0.14998,126106.487,4.0286,2.1418,0.0,,7.874,0.60421
0.14997,126166.487,4.0296,2.1443,,0.0,7.884,0.60432
0.14997,126226.488,4.0307,2.1468,0.0,,7.8941,0.60448
0.14997,126286.487,4.0318,2.1493,,2.3154,7.9042,0.60465
0.14997,126346.488,4.033,2.1518,0.0,,7.9143,0.60483
0.14998,126406.489,4.0341,2.1543,,0.0,7.9244,0.60503
0.14997,126466.488,4.035,2.1568,0.0,,7.9344,0.60513
0.14998,126526.489,4.0361,2.1593,0.42892,0.0,7.9445,0.60533
0.14997,126586.487,4.0372,2.1618,,2.347,7.9546,0.60546
0.14998,126646.487,4.0383,2.1643,0.0,,7.9647,0.60566
0.14998,126706.488,4.0393,2.1668,,0.0,7.9748,0.60581
0.14998,126766.487,4.0402,2.1693,,,7.9849,0.60595
0.14998,126826.487,4.0412,2.1718,0.0,0.0,7.995,0.6061
0.14999,126886.487,4.0423,2.1743,,2.402,8.0051,0.6063
0.14998,126946.487,4.0435,2.1768,0.0,,8.0152,0.60644
0.14998,127006.487,4.0445,2.1793,,0.0,8.0253,0.60659
0.14998,127066.487,4.0453,2.1818,0.0,,8.0354,0.60671
0.14998,127126.488,4.0464,2.1843,0.4143,0.0,8.0455,0.60688
0.14998,127186.487,4.0476,2.1868,,2.4265,8.0556,0.60706
0.14998,127246.488,4.0485,2.1893,0.0,,8.0658,0.60719
0.14997,127306.487,4.0494,2.1918,,0.0,8.0759,0.60729
0.14998,127366.488,4.0503,2.1943,0.0,,8.086,0.60746
0.14998,127426.489,4.0514,2.1968,,0.0,8.0961,0.60763
0.14998,127486.487,4.0525,2.1993,0.0,2.5234,8.1063,0.60779
0.14998,127546.487,4.0535,2.2018,,,8.1164,0.60794
0.14998,127606.487,4.0543,2.2043,0.0,0.0,8.1265,0.60806
0.14998,127666.487,4.0552,2.2068,,,8.1366,0.6082
0.14998,127726.488,4.0562,2.2093,0.3933,0.0,8.1468,0.60835
0.14999,127786.487,4.0573,2.2118,,2.593,8.1569,0.60855
0.14999,127846.489,4.0582,2.2143,0.0,,8.1671,0.60869
0.14998,127906.486,4.059,2.2168,,0.0,8.1772,0.60877
0.14999,127966.487,4.06,2.2193,0.0,,8.1874,0.60896
0.14997,128026.487,4.061,2.2218,,0.0,8.1975,0.60903
0.14999,128086.489,4.0619,2.2243,0.0,2.6789,8.2077,0.60924
0.14998,128146.488,4.0627,2.2268,,,8.2178,0.60932
0.14998,128206.487,4.0636,2.2293,0.0,0.0,8.228,0.60946
0.14998,128266.487,4.0645,2.2318,,,8.2381,0.60959
0.14998,128326.487,4.0656,2.2343,0.0,0.0,8.2483,0.60976
0.14998,128386.488,4.0664,2.2368,0.36711,,8.2584,0.60988
0.14998,128446.489,4.0671,2.2393,,2.7959,8.2686,0.60998
0.14998,128506.487,4.068,2.2418,0.0,,8.2788,0.61012
0.14997,128566.489,4.0688,2.2443,,0.0,8.2889,0.6102
0.14997,128626.487,4.0698,2.2468,0.0,,8.2991,0.61035
0.14997,128686.488,4.0706,2.2493,,0.0,8.3093,0.61047
0.14998,128746.487,4.0712,2.2518,0.0,,8.3195,0.6106
0.14998,128806.489,4.072,2.2543,,3.0388,8.3296,0.61072
0.14998,128866.489,4.0728,2.2568,0.0,,8.3398,0.61084
0.14998,128926.487,4.0737,2.2593,,0.0,8.35,0.61097
0.14998,128986.487,4.0744,2.2618,0.0,,8.3602,0.61108
0.14997,129046.489,4.0752,2.2643,,0.0,8.3704,0.61116
0.14998,129106.488,4.0757,2.2668,0.0,,8.3805,0.61127
0.14998,129166.488,4.0763,2.2693,0.31276,0.0,8.3907,0.61136
0.14997,129226.487,4.0771,2.2718,,3.446,8.4009,0.61144
0.14998,129286.487,4.0778,2.2743,0.0,,8.4111,0.61159
0.14998,129346.489,4.0784,2.2768,,0.0,8.4213,0.61168
0.14998,129406.487,4.0789,2.2793,0.0,,8.4315,0.61175
0.14998,129466.487,4.0793,2.2818,,0.0,8.4417,0.61181
0.14997,129526.488,4.08,2.2843,0.0,,8.4519,0.61188
0.14997,129586.487,4.0806,2.2868,,0.0,8.4621,0.61197
0.14997,129646.486,4.081,2.2893,0.0,,8.4723,0.61203
0.14998,129706.487,4.0813,2.2918,,0.0,8.4825,0.61211
0.14999,129766.488,4.0817,2.2943,0.0,4.6471,8.4927,0.61221
0.14997,129826.487,4.0822,2.2968,,,8.5029,0.61221
0.14997,129886.489,4.0827,2.2993,0.0,0.0,8.5131,0.61228
0.14998,129946.488,4.0831,2.3018,,,8.5233,0.61238
0.14998,130006.487,4.0832,2.3043,0.0,0.0,8.5335,0.6124
0.14998,130066.486,4.0837,2.3068,,,8.5437,0.61247
0.14998,130126.486,4.084,2.3093,0.0,0.0,8.5539,0.61252
0.14998,130186.487,4.0845,2.3118,,,8.5641,0.61259
0.14997,130246.487,4.0848,2.3143,0.0,0.0,8.5743,0.6126
0.14997,130306.487,4.0849,2.3168,,,8.5845,0.61261
0.14998,130366.487,4.0852,2.3193,0.0,0.0,8.5947,0.6127
0.14997,130426.487,4.0856,2.3218,,,8.605,0.61272
0.14998,130486.489,4.0859,2.3243,0.0,0.0,8.6152,0.6128
0.14998,130546.487,4.0862,2.3268,,,8.6254,0.61285
0.14997,130606.489,4.0865,2.3293,0.17038,0.0,8.6356,0.61285
0.14997,130666.488,4.0866,2.3318,,,8.6458,0.61287
0.14998,130726.487,4.0868,2.3343,0.0,7.6583,8.656,0.61294
0.14998,130786.487,4.0872,2.3368,,,8.6662,0.613
0.14997,130846.487,4.0876,2.3393,0.0,0.0,8.6764,0.61302
0.14998,130906.487,4.0878,2.3418,,,8.6867,0.61309
0.14997,130966.487,4.0881,2.3443,0.0,0.0,8.6969,0.61309
