Current(A),Test_Time(s),Voltage(V),Discharge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Discharge_Energy(Wh),Power(W)
-0.15001,56491.218,3.504,2.1472,,,8.2132,-0.52564
-0.15001,56551.218,3.5031,2.1497,0.0,0.0,8.2219,-0.5255
-0.15,56611.219,3.5024,2.1522,0.35196,,8.2307,-0.52536
-0.15,56671.219,3.5015,2.1547,,2.8082,8.2395,-0.52523
-0.15,56731.219,3.5006,2.1572,0.0,,8.2482,-0.52509
-0.15,56791.218,3.4995,2.1597,,0.0,8.257,-0.52493
-0.15001,56851.219,3.4986,2.1622,0.0,,8.2657,-0.52482
-0.15,56911.218,3.4977,2.1647,,0.0,8.2745,-0.52466
-0.15001,56971.218,3.4968,2.1672,0.0,2.7457,8.2832,-0.52455
-0.15001,57031.221,3.496,2.1697,,,8.2919,-0.52443
-0.15001,57091.219,3.4951,2.1722,0.0,0.0,8.3007,-0.5243
-0.15002,57151.218,3.494,2.1747,,,8.3094,-0.52417
-0.15,57211.218,3.4931,2.1772,0.0,0.0,8.3181,-0.52397
-0.15,57271.218,3.4922,2.1797,0.36552,,8.3269,-0.52383
-0.15001,57331.22,3.4913,2.1822,,2.7017,8.3356,-0.52373
-0.15001,57391.219,3.4904,2.1847,0.0,,8.3443,-0.52359
-0.15001,57451.219,3.4893,2.1872,,0.0,8.353,-0.52343
-0.15001,57511.218,3.4884,2.1897,0.0,,8.3618,-0.52329
-0.15,57571.218,3.4876,2.1922,,0.0,8.3705,-0.52314
-0.15,57631.219,3.4867,2.1947,0.0,2.6915,8.3792,-0.52301
-0.15001,57691.219,3.4856,2.1972,,,8.3879,-0.52287
-0.15001,57751.219,3.4846,2.1997,0.0,0.0,8.3966,-0.52272
-0.15,57811.219,3.4837,2.2022,,,8.4053,-0.52256
-0.15001,57871.219,3.4829,2.2047,0.0,0.0,8.4141,-0.52247
-0.15001,57931.218,3.4819,2.2072,0.37686,2.626,8.4228,-0.52232
-0.15001,57991.218,3.4808,2.2097,,,8.4315,-0.52215
-0.15001,58051.219,3.4798,2.2122,0.0,0.0,8.4402,-0.522
-0.15001,58111.219,3.4789,2.2147,,,8.4489,-0.52187
-0.15,58171.218,3.4781,2.2172,0.0,0.0,8.4576,-0.52172
-0.15001,58231.218,3.4771,2.2197,,2.5825,8.4662,-0.5216
-0.15,58291.218,3.476,2.2222,0.0,,8.4749,-0.5214
-0.15,58351.218,3.475,2.2247,,0.0,8.4836,-0.52125
-0.15,58411.218,3.474,2.2272,0.0,,8.4923,-0.5211
-0.15001,58471.218,3.4732,2.2297,,0.0,8.501,-0.52101
-0.15,58531.219,3.4722,2.2322,0.38719,,8.5097,-0.52083
-0.15001,58591.218,3.471,2.2347,,2.5445,8.5183,-0.52068
-0.15,58651.219,3.47,2.2372,0.0,,8.527,-0.5205
-0.15,58711.217,3.4691,2.2397,,0.0,8.5357,-0.52037
-0.15,58771.218,3.4682,2.2422,0.0,,8.5444,-0.52023
-0.15,58831.219,3.4672,2.2447,,0.0,8.553,-0.52008
-0.15,58891.22,3.466,2.2472,0.0,2.512,8.5617,-0.5199
-0.15,58951.22,3.465,2.2497,,,8.5704,-0.51975
-0.15001,59011.218,3.464,2.2522,0.0,0.0,8.579,-0.51963
-0.14999,59071.218,3.4632,2.2547,,,8.5877,-0.51945
-0.15001,59131.218,3.4622,2.2572,0.40108,2.4766,8.5963,-0.51936
-0.15001,59191.219,3.4611,2.2597,,,8.605,-0.5192
-0.15001,59251.218,3.46,2.2622,0.0,,8.6136,-0.51903
-0.15001,59311.219,3.459,2.2647,,0.0,8.6223,-0.51888
-0.15001,59371.218,3.4581,2.2672,0.0,,8.6309,-0.51875
-0.14999,59431.218,3.4571,2.2697,,2.4773,8.6396,-0.51853
-0.15001,59491.219,3.456,2.2722,0.0,,8.6482,-0.51843
-0.15002,59551.219,3.4549,2.2747,,0.0,8.6569,-0.5183
-0.15001,59611.218,3.454,2.2772,0.0,,8.6655,-0.51813
-0.15001,59671.218,3.4531,2.2797,,0.0,8.6741,-0.518
-0.15001,59731.219,3.4521,2.2822,0.40453,2.4904,8.6828,-0.51785
-0.15002,59791.218,3.451,2.2847,,,8.6914,-0.51772
-0.15,59851.219,3.4499,2.2872,0.0,0.0,8.7,-0.51749
-0.15001,59911.218,3.4489,2.2897,,,8.7086,-0.51737
-0.15001,59971.219,3.4481,2.2922,0.0,0.0,8.7172,-0.51725
-0.15,60031.219,3.4472,2.2947,,,8.7259,-0.51708
-0.15001,60091.218,3.4462,2.2972,0.0,2.5561,8.7345,-0.51696
-0.15,60151.218,3.4451,2.2997,,,8.7431,-0.51677
-0.15001,60211.218,3.4441,2.3022,0.0,0.0,8.7517,-0.51665
-0.15001,60271.22,3.4433,2.3047,,,8.7603,-0.51653
-0.15,60331.219,3.4425,2.3072,0.38348,0.0,8.7689,-0.51638
-0.15001,60391.219,3.4415,2.3097,,2.6677,8.7775,-0.51626
-0.15001,60451.218,3.4405,2.3122,0.0,,8.7861,-0.51611
-0.15001,60511.218,3.4396,2.3147,,0.0,8.7947,-0.51597
-0.15001,60571.218,3.4388,2.3172,0.0,,8.8033,-0.51585
-0.15,60631.217,3.438,2.3197,,0.0,8.8119,-0.5157
-0.15001,60691.219,3.4371,2.3222,0.0,2.7684,8.8205,-0.5156
-0.15001,60751.219,3.4361,2.3247,,,8.8291,-0.51545
-0.15001,60811.219,3.4353,2.3272,0.0,0.0,8.8377,-0.51533
-0.15,60871.218,3.4345,2.3297,,,8.8463,-0.51518
-0.15,60931.218,3.4337,2.3322,0.0,0.0,8.8549,-0.51506
-0.15001,60991.22,3.4328,2.3347,,,8.8634,-0.51495
-0.15001,61051.218,3.4318,2.3372,0.35166,2.9446,8.872,-0.5148
-0.15001,61111.218,3.4311,2.3397,,,8.8806,-0.5147
-0.15,61171.218,3.4304,2.3422,0.0,0.0,8.8892,-0.51456
-0.15001,61231.219,3.4296,2.3447,,,8.8977,-0.51447
-0.15001,61291.219,3.4288,2.3472,0.0,0.0,8.9063,-0.51435
-0.15001,61351.218,3.4279,2.3497,,,8.9149,-0.51422
-0.15,61411.218,3.427,2.3522,0.0,0.0,8.9235,-0.51405
-0.15,61471.218,3.4264,2.3547,,3.118,8.932,-0.51396
-0.15001,61531.219,3.4257,2.3572,0.0,,8.9406,-0.51389
-0.15001,61591.218,3.4248,2.3597,,0.0,8.9491,-0.51375
-0.15002,61651.219,3.4239,2.3622,0.0,,8.9577,-0.51365
-0.15,61711.218,3.4231,2.3647,,0.0,8.9663,-0.51347
-0.15,61771.22,3.4225,2.3672,0.31688,,8.9748,-0.51338
-0.15,61831.219,3.4218,2.3697,,3.2206,8.9834,-0.51327
-0.15001,61891.219,3.4209,2.3722,0.0,,8.9919,-0.51317
-0.15001,61951.218,3.4201,2.3747,,0.0,9.0005,-0.51305
-0.15001,62011.217,3.4193,2.3772,0.0,,9.009,-0.51293
-0.15,62071.219,3.4188,2.3797,,0.0,9.0176,-0.51282
-0.15001,62131.218,3.418,2.3822,0.0,,9.0261,-0.51273
-0.15,62191.218,3.4171,2.3847,,0.0,9.0347,-0.51257
-0.15001,62251.218,3.4163,2.3872,0.0,3.2823,9.0432,-0.51248
-0.15,62311.218,3.4155,2.3897,,,9.0517,-0.51233
-0.15001,62371.218,3.415,2.3922,0.0,0.0,9.0603,-0.51228
-0.14999,62431.22,3.4142,2.3947,,,9.0688,-0.5121
-0.15001,62491.218,3.4133,2.3972,0.0,0.0,9.0773,-0.51203
-0.15,62551.218,3.4125,2.3997,0.30477,,9.0859,-0.51188
-0.15001,62611.219,3.4117,2.4022,,3.278,9.0944,-0.51179
-0.15002,62671.218,3.411,2.4047,,,9.1029,-0.51172
-0.15001,62731.219,3.4103,2.4072,0.0,0.0,9.1115,-0.51158
-0.15002,62791.218,3.4095,2.4097,,,9.12,-0.51149
-0.15001,62851.218,3.4086,2.4122,0.0,0.0,9.1285,-0.51132
-0.15001,62911.219,3.4078,2.4147,,,9.137,-0.5112
-0.15001,62971.218,3.4071,2.4172,0.0,0.0,9.1455,-0.5111
-0.15001,63031.218,3.4063,2.4197,,3.1771,9.154,-0.51098
-0.15001,63091.221,3.4056,2.4222,0.0,,9.1626,-0.51087
-0.15001,63151.219,3.4045,2.4247,,0.0,9.1711,-0.51071
-0.15,63211.219,3.4038,2.4272,0.0,,9.1796,-0.51057
-0.15,63271.218,3.4031,2.4297,,0.0,9.1881,-0.51047
-0.15001,63331.218,3.4022,2.4322,0.31925,,9.1966,-0.51036
-0.15,63391.219,3.4014,2.4347,,3.0551,9.2051,-0.51021
-0.15001,63451.218,3.4004,2.4372,0.0,,9.2136,-0.51009
-0.15,63511.22,3.3996,2.4397,,0.0,9.2221,-0.50994
-0.15001,63571.219,3.3987,2.4422,0.0,,9.2306,-0.50984
-0.15001,63631.219,3.3979,2.4447,,0.0,9.2391,-0.50972
-0.15001,63691.218,3.397,2.4472,0.0,2.9034,9.2476,-0.50958
-0.15001,63751.218,3.396,2.4497,,,9.2561,-0.50943
-0.15001,63811.217,3.3951,2.4522,0.0,0.0,9.2646,-0.5093
-0.15,63871.218,3.3943,2.4547,,,9.273,-0.50915
-0.15001,63931.218,3.3934,2.4572,0.0,0.0,9.2815,-0.50904
-0.15001,63991.219,3.3924,2.4597,0.35476,,9.29,-0.50889
-0.15,64051.218,3.3914,2.4622,,2.7059,9.2985,-0.50871
-0.15001,64111.218,3.3903,2.4647,0.0,,9.307,-0.50858
-0.15001,64171.218,3.3895,2.4672,,0.0,9.3154,-0.50846
-0.15001,64231.22,3.3885,2.4697,0.0,,9.3239,-0.50831
-0.15001,64291.218,3.3874,2.4722,,0.0,9.3324,-0.50814
-0.15001,64351.219,3.3863,2.4747,0.0,2.496,9.3408,-0.50798
-0.15,64411.218,3.3852,2.4772,,,9.3493,-0.50778
-0.15,64471.218,3.3843,2.4797,0.0,0.0,9.3578,-0.50765
-0.15001,64531.218,3.3832,2.4822,,,9.3662,-0.50751
-0.15002,64591.218,3.382,2.4847,0.41346,2.2954,9.3747,-0.50737
-0.15,64651.219,3.3808,2.4872,,,9.3831,-0.50712
-0.15001,64711.219,3.3796,2.4897,0.0,0.0,9.3916,-0.50697
-0.15001,64771.218,3.3786,2.4922,,,9.4,-0.50682
-0.15001,64831.219,3.3773,2.4947,0.0,0.0,9.4085,-0.50663
-0.15001,64891.218,3.3759,2.4971,,2.1093,9.4169,-0.50642
-0.15001,64951.22,3.3746,2.4996,0.0,,9.4254,-0.50622
-0.15001,65011.219,3.3733,2.5021,,0.0,9.4338,-0.50603
-0.15,65071.218,3.3721,2.5046,0.49059,,9.4422,-0.50582
-0.15001,65131.219,3.3708,2.5071,,1.9246,9.4506,-0.50565
-0.15,65191.219,3.3692,2.5096,0.0,,9.4591,-0.50538
-0.15001,65251.219,3.3677,2.5121,,0.0,9.4675,-0.50519
-0.15,65311.218,3.3664,2.5146,0.0,1.751,9.4759,-0.50496
-0.15001,65371.218,3.3649,2.5171,,,9.4843,-0.50477
-0.15,65431.218,3.3633,2.5196,0.0,0.0,9.4927,-0.5045
-0.15001,65491.219,3.3617,2.5221,0.59232,1.6051,9.5011,-0.50429
-0.15,65551.218,3.3598,2.5246,,,9.5095,-0.50397
-0.15001,65611.218,3.3582,2.5271,0.0,0.0,9.5179,-0.50376
-0.15001,65671.219,3.3565,2.5296,,1.4811,9.5263,-0.50351
-0.15001,65731.219,3.3548,2.5321,0.0,,9.5347,-0.50325
-0.15002,65791.219,3.3529,2.5346,,0.0,9.5431,-0.503
-0.15002,65851.218,3.3509,2.5371,0.69366,1.374,9.5515,-0.5027
-0.15001,65911.218,3.3489,2.5396,,,9.5598,-0.50237
-0.15001,65971.218,3.3471,2.5421,0.0,0.0,9.5682,-0.5021
-0.15,66031.218,3.345,2.5446,,1.2801,9.5766,-0.50175
-0.15001,66091.219,3.3428,2.5471,0.0,,9.5849,-0.50145
-0.15002,66151.219,3.3406,2.5496,0.80409,1.1795,9.5933,-0.50116
-0.15001,66211.22,3.3384,2.5521,,,9.6016,-0.50079
-0.15001,66271.218,3.3362,2.5546,0.0,1.1263,9.61,-0.50046
-0.15,66331.219,3.3338,2.5571,,,9.6183,-0.50007
-0.15,66391.219,3.3313,2.5596,0.91712,1.042,9.6267,-0.4997
-0.15001,66451.219,3.3288,2.5621,,,9.635,-0.49935
-0.15001,66511.218,3.3261,2.5646,0.0,0.99791,9.6433,-0.49895
-0.15001,66571.218,3.3237,2.5671,,,9.6516,-0.49859
-0.15,66631.219,3.3209,2.5696,1.0314,0.93689,9.6599,-0.49814
-0.15001,66691.218,3.318,2.5721,,,9.6682,-0.49773
-0.15,66751.22,3.3151,2.5746,0.0,0.8931,9.6765,-0.49727
-0.15001,66811.218,3.3121,2.5771,1.1393,,9.6848,-0.49685
-0.15001,66871.219,3.3092,2.5796,,0.85228,9.6931,-0.49641
-0.15001,66931.221,3.3061,2.5821,0.0,0.81113,9.7013,-0.49595
-0.15001,66991.218,3.3029,2.5846,,,9.7096,-0.49547
-0.15,67051.218,3.2995,2.5871,1.2488,0.78604,9.7178,-0.49493
-0.15001,67111.218,3.2961,2.5896,,0.73708,9.7261,-0.49445
-0.15001,67171.218,3.2928,2.5921,0.0,,9.7343,-0.49395
-0.15002,67231.218,3.2892,2.5946,1.3559,0.72205,9.7425,-0.49345
-0.15001,67291.219,3.2855,2.5971,,0.70444,9.7508,-0.49286
-0.15001,67351.218,3.2817,2.5996,1.4602,0.66622,9.759,-0.49229
-0.15001,67411.219,3.2779,2.6021,,,9.7672,-0.49172
-0.15001,67471.218,3.274,2.6046,0.0,0.64815,9.7754,-0.49113
-0.15001,67531.219,3.2698,2.6071,1.5742,0.61145,9.7835,-0.4905
-0.15002,67591.218,3.2655,2.6096,,0.58874,9.7917,-0.48989
-0.15001,67651.219,3.261,2.6121,1.7213,0.57369,9.7999,-0.48918
-0.15,67711.218,3.2564,2.6146,,0.54509,9.808,-0.48846
-0.15001,67771.219,3.2517,2.6171,1.833,,9.8161,-0.48779
-0.15001,67831.219,3.2471,2.6196,,0.53967,9.8243,-0.4871
-0.15001,67891.218,3.2421,2.6221,1.9409,0.51945,9.8324,-0.48635
-0.15001,67951.219,3.2369,2.6246,,0.50357,9.8405,-0.48557
-0.15001,68011.218,3.2317,2.6271,2.0426,0.49077,9.8485,-0.48479
-0.15001,68071.218,3.2264,2.6296,,0.46865,9.8566,-0.48399
-0.15001,68131.218,3.2211,2.6321,2.1293,0.46386,9.8647,-0.4832
-0.15,68191.218,3.2156,2.6346,,0.44824,9.8727,-0.48234
-0.15,68251.219,3.2099,2.6371,2.2289,0.44575,9.8808,-0.48149
-0.15,68311.219,3.204,2.6396,,0.43678,9.8888,-0.4806
-0.15,68371.218,3.1981,2.6421,2.3288,0.42464,9.8968,-0.47972
-0.15002,68431.218,3.192,2.6446,2.4084,0.41589,9.9048,-0.47886
-0.15001,68491.219,3.1858,2.6471,,0.4001,9.9127,-0.4779
-0.15001,68551.22,3.1795,2.6496,2.5055,0.39653,9.9207,-0.47696
-0.15001,68611.219,3.173,2.6521,,0.38878,9.9286,-0.47598
-0.15,68671.219,3.1663,2.6546,2.5979,0.37312,9.9365,-0.47495
-0.15001,68731.219,3.1594,2.6571,2.68,0.3662,9.9445,-0.47394
-0.15001,68791.218,3.1523,2.6596,2.8101,0.36243,9.9523,-0.47288
-0.15001,68851.22,3.1453,2.6621,,0.34767,9.9602,-0.47183
-0.15001,68911.218,3.138,2.6646,2.8717,0.34295,9.9681,-0.47073
-0.15001,68971.218,3.1304,2.6671,2.9866,0.33224,9.9759,-0.46959
-0.15001,69031.219,3.1226,2.6696,,0.32368,9.9837,-0.46842
-0.15,69091.218,3.1146,2.6721,3.0917,0.3196,9.9915,-0.46719
-0.15001,69151.219,3.1066,2.6746,3.191,0.30846,9.9993,-0.46602
-0.15,69211.218,3.0982,2.6771,3.2964,0.29716,10.007,-0.46473
-0.15,69271.22,3.0896,2.6796,3.3972,0.29026,10.015,-0.46344
-0.15002,69331.219,3.0806,2.6821,3.5181,0.28304,10.022,-0.46215
-0.15001,69391.22,3.0715,2.6846,3.6384,0.27437,10.03,-0.46076
-0.15002,69451.218,3.0622,2.6871,3.7394,0.26616,10.038,-0.45939
-0.15001,69511.219,3.0526,2.6896,,0.2595,10.045,-0.45792
-0.15001,69571.219,3.0426,2.6921,3.8778,0.25005,10.053,-0.45642
-0.15001,69631.219,3.0322,2.6946,4.0964,0.24218,10.061,-0.45486
-0.15001,69691.218,3.0215,2.6971,4.2869,0.23619,10.068,-0.45326
-0.15001,69751.219,3.0104,2.6996,4.4043,0.22475,10.076,-0.45159
-0.15001,69811.218,2.9991,2.7021,4.528,0.21602,10.083,-0.44989
-0.15001,69871.219,2.9872,2.7046,4.6876,0.2123,10.091,-0.44811
-0.15001,69931.217,2.9748,2.7071,4.8331,0.19997,10.098,-0.44625
-0.15,69991.219,2.9619,2.7096,5.1538,0.19326,10.106,-0.44429
-0.15001,70051.219,2.9485,2.7121,5.3254,0.1854,10.113,-0.4423
-0.15001,70111.218,2.9346,2.7146,5.5115,0.17498,10.12,-0.44022
-0.15001,70171.218,2.92,2.7171,5.8718,0.16927,10.128,-0.43803
-0.15001,70231.218,2.9047,2.7196,6.0259,0.16101,10.135,-0.43573
-0.15001,70291.218,2.8883,2.7221,6.4389,0.15275,10.142,-0.43327
-0.15001,70351.219,2.871,2.7246,7.0234,0.1398,10.149,-0.43068
-0.15001,70411.218,2.852,2.7271,7.772,0.12998,10.157,-0.42783
-0.15001,70471.218,2.8311,2.7296,8.6457,0.1138,10.164,-0.42469
-0.15001,70531.219,2.8072,2.7321,9.6216,0.10197,10.171,-0.42111
-0.15001,70591.218,2.7802,2.7346,11.13,0.089218,10.178,-0.41706
-0.15001,70651.219,2.7503,2.7371,12.24,0.080189,10.185,-0.41257
-0.15001,70711.217,2.7182,2.7396,13.025,0.076449,10.191,-0.40776
-0.15002,70771.219,2.6849,2.7421,13.376,0.073224,10.198,-0.40279
-0.15001,70831.218,2.6506,2.7446,13.894,0.071408,10.205,-0.39762
-0.15001,70891.218,2.6155,2.7471,14.069,0.071388,10.211,-0.39235
-0.15001,70951.219,2.5798,2.7496,14.306,0.069979,10.218,-0.387
-0.15001,71011.218,2.5442,2.7521,14.296,0.069937,10.224,-0.38166
-0.15001,71071.219,2.5089,2.7546,14.125,0.071293,10.231,-0.37636
-0.15001,71086.385,2.5,2.7552,13.949,0.071232,10.232,-0.37503
-0.14998,71086.394,2.5,2.7552,13.949,0.071232,10.232,-0.37495
